C.D.S.  -  SIMBAD4 rel 1.8  -  2023.08.06CEST15:41:20

sptype='K'
----------

Number of objects : 1000  (truncated to 1000 objects)

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |  Mag U  |  Mag B  |  Mag V  |  Mag R  |  Mag I  |  spec. type   |#bib|#not
----|-----------------------------------|---|---------------------------------------|---------|---------|---------|---------|---------|---------------|----|----
180 |TYC 3960-582-1                     |*  |20 54 14.0122652136 +57 19 12.559356912|     ~   |12.15    |10.15    |     ~   |     ~   |K              |   1|   0
181 |Cl Trumpler 37 1112                |*  |21 05 06.8285459712 +58 52 51.440044260|     ~   |12.51    |10.93    |     ~   |     ~   |K              |   2|   0
182 |Cl Trumpler 37 264                 |*  |21 07 00.8673695568 +57 41 13.716683232|     ~   |12.04    |10.76    |     ~   |     ~   |K              |   2|   0
183 |Cl Trumpler 37 803                 |*  |21 02 02.5124979744 +58 32 49.890144012|     ~   |12.08    |10.72    |     ~   |     ~   |K              |   2|   0
184 |Cl Trumpler 37 1100                |*  |21 02 56.9653673904 +58 50 54.179430828|     ~   |12.71    |10.97    |     ~   |     ~   |K              |   1|   0
185 |Cl Trumpler 37 559                 |*  |21 04 33.2255094264 +58 03 39.362199624|     ~   |12.86    |10.99    |     ~   |     ~   |K              |   1|   0
186 |Cl Trumpler 37 3                   |*  |21 02 13.9603659264 +56 59 09.702407580|     ~   |12.54    |11.21    |     ~   |     ~   |K              |   2|   0
187 |Cl Trumpler 37 1097                |*  |21 02 02.7610109712 +58 45 11.753653536|     ~   |13.44    |11.36    |     ~   |     ~   |K              |   1|   0
188 |Cl Trumpler 37 1099                |PM*|21 02 34.8380531208 +59 00 15.672658680|     ~   |12.70    |11.86    |     ~   |     ~   |K              |   2|   0
189 |Cl Trumpler 37 633                 |*  |21 17 26.7968934768 +58 10 59.524796100|     ~   |11.60    |10.38    |     ~   |     ~   |K              |   2|   0
190 |Cl Trumpler 37 1404                |*  |21 08 17.6184931944 +59 18 15.297162300|     ~   |12.31    |10.74    |     ~   |     ~   |K              |   2|   0
191 |Cl Trumpler 37 1670                |*  |21 16 30.4303807896 +59 43 14.175323436|     ~   |12.39    |11.00    |     ~   |     ~   |K              |   2|   0
192 |Cl Trumpler 37 1924                |*  |21 22 53.9505437328 +60 13 09.327278532|     ~   |12.43    |10.87    |     ~   |     ~   |K              |   2|   0
193 |Cl Trumpler 37 1694                |*  |21 20 37.3683003696 +59 48 00.814010796|     ~   |12.78    |10.68    |     ~   |     ~   |K              |   2|   0
194 |Cl Trumpler 37 1419                |*  |21 11 02.1942630552 +59 14 16.565765064|     ~   |12.58    |11.04    |     ~   |     ~   |K              |   1|   0
195 |Cl Trumpler 37 1688                |*  |21 19 39.7525623864 +59 44 57.595706808|     ~   |12.65    |11.55    |     ~   |     ~   |K              |   1|   0
196 |Cl Trumpler 37 2057                |SB*|21 48 30.3477104520 +60 39 08.490771900|     ~   |12.27    |10.55    |     ~   |     ~   |K              |   2|   0
197 |BD+60 2269                         |*  |21 35 39.2511181416 +61 31 15.510382572|     ~   |11.25    |9.33     |     ~   |     ~   |K              |   1|   0
198 |Cl Trumpler 37 1755                |*  |21 29 55.9094062872 +60 03 47.152559700|     ~   |12.23    |11.09    |     ~   |     ~   |K              |   2|   0
199 |Cl Trumpler 37 2003                |*  |21 35 08.7604241976 +60 28 44.276976012|     ~   |12.73    |10.94    |     ~   |     ~   |K              |   2|   0
200 |Cl Trumpler 37 1914                |*  |21 22 05.8385318352 +60 38 06.417936024|     ~   |12.6     |     ~   |     ~   |     ~   |K              |   1|   0
201 |BD+61 2244                         |*  |22 04 30.6330393096 +62 06 00.304338204|     ~   |10.97    |10.10    |     ~   |     ~   |K              |   2|   0
202 |BD+64 1630                         |*  |22 07 52.7076609216 +64 44 47.591576376|     ~   |11.29    |9.72     |     ~   |     ~   |K              |   1|   0
203 |BD+63 1811                         |*  |22 08 15.4707523176 +64 25 09.625894896|     ~   |11.13    |9.71     |     ~   |     ~   |K              |   1|   0
204 |BD+65 1884                         |SB*|23 24 28.8601570152 +66 30 55.851849684|     ~   |12.13    |9.57     |     ~   |     ~   |K              |   2|   0
205 |BD+63 72a                          |*  |00 41 19.4744872992 +64 39 54.510912504|     ~   |11.699   |9.978    |     ~   |     ~   |K              |   2|   0
206 |BD+47 903                          |*  |03 52 16.2716258880 +48 11 54.222728460|     ~   |11.49    |10.22    |     ~   |     ~   |K              |   1|   0
207 |BD+44 882                          |*  |04 14 29.9083589256 +44 27 16.099138368|     ~   |12.07    |10.90    |     ~   |     ~   |K              |   1|   0
208 |HD 276240                          |*  |04 21 21.8326383048 +42 42 49.949640072|     ~   |11.78    |11.26    |     ~   |     ~   |K              |   2|   0
209 |HD 182936                          |*  |19 25 10.5780194232 +43 39 33.811008336|     ~   |9.78     |8.44     |     ~   |     ~   |K              |   6|   0
210 |HD 186175                          |*  |19 40 46.3155912096 +47 24 54.450551412|     ~   |9.84     |8.50     |     ~   |     ~   |K              |   2|   0
211 |RX J1954.5+4939                    |** |19 54 33.610536 +49 39 31.11912        |     ~   |11.286   |10.496   |10.566   |     ~   |K              |   4|   0
212 |HD 187479                          |*  |19 47 46.8518582784 +51 20 06.721349676|     ~   |9.62     |8.37     |     ~   |     ~   |K              |   2|   0
213 |HD 189844                          |*  |19 59 50.7135801216 +50 34 08.051872188|     ~   |9.85     |8.25     |     ~   |     ~   |K              |   2|   0
214 |HD 189980                          |*  |20 00 34.1012467680 +50 39 22.658281128|     ~   |9.48     |8.23     |     ~   |     ~   |K              |   7|   0
215 |StKM 1-1737                        |*  |19 55 06.0193322856 +49 52 22.855886076|     ~   |12.22    |10.47    |     ~   |     ~   |K              |   2|   0
216 |BD+56 2395                         |*  |20 19 33.0596131560 +56 34 16.906750392|     ~   |11.51    |10.44    |     ~   |     ~   |K              |   1|   0
217 |BD+57 2188                         |*  |20 24 20.2170297888 +57 49 16.239704736|     ~   |11.53    |10.14    |     ~   |     ~   |K              |   1|   0
218 |TYC 3958-767-1                     |*  |20 28 05.3524057368 +57 24 36.205055424|     ~   |11.46    |10.46    |     ~   |     ~   |K              |   1|   0
219 |BD+60 2182a                        |*  |20 59 07.5876499464 +61 07 58.824586416|     ~   |11.51    |10.25    |     ~   |     ~   |K              |   1|   0
220 |Cl Trumpler 37 1824                |*  |21 03 51.0646709280 +60 36 52.995952656|     ~   |12.98    |10.91    |     ~   |     ~   |K              |   3|   0
221 |HD 204625                          |*  |21 27 10.3587249624 +63 04 51.033142560|     ~   |9.54     |8.44     |     ~   |     ~   |K              |   2|   0
222 |BD+66 1442                         |SB*|21 49 28.3820225352 +66 49 41.674437048|     ~   |11.29    |9.79     |     ~   |     ~   |K              |   1|   0
223 |BD+65 1733                         |*  |22 12 55.4731900224 +65 44 52.979673984|     ~   |12.07    |10.68    |     ~   |     ~   |K              |   1|   0
224 |TYC 4276-1011-1                    |*  |22 29 39.4010574264 +66 51 34.274802384|     ~   |12.52    |11.12    |     ~   |     ~   |K              |   1|   0
225 |BD+68 1344                         |*  |22 57 07.0258162272 +68 49 32.821205916|     ~   |9.98     |8.83     |     ~   |     ~   |K              |   1|   0
226 |BD+62 502                          |*  |02 59 52.3999380696 +63 07 15.971499516|     ~   |11.67    |10.54    |     ~   |     ~   |K              |   2|   0
227 |HD 181961                          |*  |19 20 25.7521351104 +45 35 40.622916372|10.640   |9.690    |8.620    |     ~   |     ~   |K              |  14|   1
228 |HD 181067                          |*  |19 16 53.5059962016 +44 46 33.229529220|     ~   |9.88     |8.52     |     ~   |     ~   |K              |   7|   0
229 |HD 181299                          |Er*|19 17 58.1017324584 +44 11 39.721896924|     ~   |10.07    |9.04     |     ~   |     ~   |K              |   7|   0
230 |HD 178970                          |HB*|19 08 38.2500629832 +43 55 00.895898784|     ~   |10.07    |9.04     |     ~   |     ~   |K              |  10|   0
231 |BD+48 2897                         |*  |19 26 35.6618219280 +48 20 54.958100640|     ~   |10.99    |9.74     |     ~   |     ~   |K              |   1|   0
232 |HD 182310                          |*  |19 21 44.4201903936 +47 24 16.241598216|     ~   |10.26    |8.67     |     ~   |     ~   |K              |   2|   0
233 |HD 180967                          |Er*|19 16 25.2730632312 +46 25 44.919805836|     ~   |9.66     |8.17     |     ~   |     ~   |K              |   4|   0
234 |HD 184332                          |HB*|19 31 41.6732073672 +49 06 26.815938768|     ~   |9.67     |8.55     |     ~   |     ~   |K              |   7|   0
235 |HIP 97115                          |*  |19 44 13.2385714056 +54 00 39.483577116|     ~   |10.82    |9.79     |     ~   |     ~   |K              |   7|   0
236 |HD 239251                          |*  |19 54 00.7900963728 +57 02 51.442732176|     ~   |11.39    |9.91     |     ~   |     ~   |K              |   7|   0
237 |AG+56 1308                         |SB*|19 55 47.7524970600 +56 52 53.827708188|     ~   |11.38    |9.91     |     ~   |     ~   |K              |   1|   0
238 |AG+56 1320                         |HB*|20 02 48.4032544320 +56 15 53.334380952|     ~   |11.70    |10.60    |     ~   |     ~   |K              |   6|   0
239 |2MASS J20061139+5617063            |RG*|20 06 11.3802454728 +56 17 06.299972772|     ~   |11.41    |10.54    |     ~   |     ~   |K              |   6|   0
240 |HD 239333                          |RG*|20 08 06.1884106848 +56 37 16.537873872|     ~   |11.78    |10.39    |     ~   |     ~   |K              |   7|   0
241 |BD+55 2275B                        |*  |19 52 52.3850571312 +56 06 20.818592928|     ~   |11.59    |9.98     |     ~   |     ~   |K              |   1|   0
242 |BD+55 2283                         |SB*|19 56 21.7880119608 +55 57 25.727385816|     ~   |11.65    |10.51    |     ~   |     ~   |K              |   1|   0
243 |HD 239232                          |*  |19 50 08.3597991336 +55 57 13.539668256|     ~   |11.17    |9.54     |     ~   |     ~   |K              |   2|   0
244 |BD+61 2065                         |*  |20 51 20.2201179264 +62 21 30.548322216|     ~   |11.19    |9.40     |     ~   |     ~   |K              |   1|   0
245 |BD+61 2045                         |*  |20 41 57.3356521344 +62 07 56.763918372|     ~   |11.56    |9.65     |     ~   |     ~   |K              |   1|   0
246 |BD+61 2049                         |*  |20 45 06.6841788744 +61 56 21.047928612|     ~   |10.51    |9.43     |     ~   |     ~   |K              |   1|   0
247 |BD+66 1346                         |*  |20 59 43.2049335600 +66 43 19.346164932|     ~   |12.20    |10.20    |     ~   |     ~   |K              |   1|   0
248 |BD+64 1499                         |*  |21 05 03.5046790920 +65 30 21.471029856|     ~   |11.39    |10.68    |     ~   |     ~   |K              |   1|   0
249 |BD+63 1682                         |*  |20 57 52.8798287760 +64 01 59.314316664|     ~   |11.57    |10.16    |     ~   |     ~   |K              |   1|   0
250 |BD+63 1695                         |*  |21 06 06.4433327904 +64 08 19.033998324|     ~   |11.88    |9.87     |     ~   |     ~   |K              |   1|   0
251 |HIP 104096                         |*  |21 05 23.2918956648 +64 11 34.513452852|     ~   |11.52    |10.39    |     ~   |     ~   |K              |   9|   0
252 |HD 198738                          |*  |20 48 58.2278005440 +64 25 42.204304992|     ~   |9.78     |8.65     |     ~   |     ~   |K              |   2|   0
253 |HD 202461                          |*  |21 12 26.3061331392 +67 27 37.659179952|     ~   |9.60     |8.44     |     ~   |     ~   |K              |  11|   0
254 |BD+66 1399                         |*  |21 23 46.6353013488 +66 56 56.465603268|     ~   |10.89    |9.49     |     ~   |     ~   |K              |   1|   0
255 |BD+65 1606                         |PM*|21 34 33.5119606176 +66 36 59.575254300|     ~   |11.23    |10.31    |     ~   |     ~   |K              |   5|   0
256 |BD+64 1525                         |*  |21 17 38.9158537920 +65 29 04.837990452|     ~   |11.36    |10.35    |     ~   |     ~   |K              |   1|   0
257 |[FS2003] 1123                      |*  |21 19 26.198 +65 28 34.00              |     ~   |     ~   |     ~   |     ~   |     ~   |K              |   1|   0
258 |BD+68 1235                         |*  |21 38 41.1272957232 +68 40 17.422731696|     ~   |11.04    |9.19     |     ~   |     ~   |K              |   1|   0
259 |HD 208535                          |*  |21 54 06.3331714848 +67 57 44.226395748|     ~   |9.16     |8.08     |     ~   |     ~   |K              |   2|   0
260 |BD+67 1401                         |*  |22 06 50.5546924008 +68 29 18.598344828|     ~   |11.69    |10.42    |     ~   |     ~   |K              |   1|   0
261 |[FS2003] 1162                      |*  |22 25 41.53 +69 05 22.9                |     ~   |     ~   |     ~   |     ~   |     ~   |K              |   2|   0
262 |BD+69 1270                         |*  |22 35 50.0179337400 +70 04 37.862010696|     ~   |10.56    |9.13     |     ~   |     ~   |K              |   1|   0
263 |HIP 117271                         |*  |23 46 46.7950945512 +72 53 38.543641368|     ~   |12.48    |11.05    |     ~   |     ~   |K              |   4|   0
264 |BD+61 521                          |SB*|03 07 49.1553261456 +62 32 09.163427496|     ~   |10.52    |9.38     |     ~   |     ~   |K              |   2|   0
265 |HD 20712                           |*  |03 23 25.4569665624 +62 22 38.927851320|     ~   |10.07    |8.81     |     ~   |     ~   |K              |   3|   0
266 |HD 21259                           |*  |03 28 57.0011877696 +61 34 56.287473348|     ~   |10.45    |8.77     |     ~   |     ~   |K              |   4|   0
267 |HD 21696                           |*  |03 33 17.5846203840 +60 55 11.922212964|     ~   |10.00    |8.82     |     ~   |     ~   |K              |   2|   0
268 |BD+48 1105                         |*  |04 33 04.1496728520 +49 02 57.449815728|     ~   |11.80    |9.66     |     ~   |     ~   |K              |   1|   0
269 |HD 178990                          |*  |19 08 38.8386950160 +46 16 33.951440352|     ~   |10.26    |8.65     |     ~   |     ~   |K              |   3|   0
270 |HD 177223                          |Er*|19 01 41.4701123808 +45 36 16.570092816|     ~   |9.91     |8.58     |     ~   |     ~   |K              |   7|   0
271 |HD 179096                          |*  |19 08 53.5146742896 +48 14 27.467285136|     ~   |9.52     |8.19     |     ~   |     ~   |K              |   3|   0
272 |HD 181205                          |*  |19 17 16.7705471376 +48 24 19.135151280|     ~   |9.94     |8.86     |     ~   |     ~   |K              |   2|   0
273 |HD 181095                          |*  |19 16 50.2611127824 +47 39 50.240460384|     ~   |9.77     |8.60     |     ~   |     ~   |K              |   2|   0
274 |HD 179781                          |*  |19 11 43.8531478296 +46 39 18.542087640|     ~   |10.26    |9.40     |     ~   |     ~   |K              |   4|   0
275 |HD 239190                          |*  |19 43 37.2442252536 +55 33 24.203356812|     ~   |10.47    |9.42     |     ~   |     ~   |K              |   4|   0
276 |BD+58 1970A                        |*  |19 44 22.2322893336 +58 39 07.660388412|     ~   |11.59    |10.40    |     ~   |     ~   |K              |   1|   0
277 |BD+57 2068                         |*  |19 47 56.6235389376 +57 44 49.226850492|     ~   |11.92    |10.80    |     ~   |     ~   |K              |   1|   0
278 |BD+57 2082                         |*  |19 53 03.6130170840 +57 32 02.237223012|     ~   |11.00    |9.59     |     ~   |     ~   |K              |   1|   0
279 |HD 239204                          |*  |19 44 59.7605174616 +59 47 22.445956176|     ~   |11.22    |10.13    |     ~   |     ~   |K              |   2|   0
280 |BD+58 1989B                        |*  |19 49 00.9161713848 +59 16 29.472730644|     ~   |11.56    |11.08    |     ~   |     ~   |K              |   2|   0
281 |HD 239229                          |*  |19 48 57.6980050872 +59 16 12.542497320|     ~   |11.15    |10.15    |     ~   |     ~   |K              |   3|   0
282 |BD+60 2081                         |*  |20 04 54.1684813584 +61 16 56.562359520|     ~   |11.53    |10.15    |     ~   |     ~   |K              |   1|   0
283 |HD 200040                          |PM*|20 57 20.1491413032 +66 45 07.232636160|     ~   |9.23     |8.36     |     ~   |     ~   |K              |   4|   0
284 |BD+65 1487                         |*  |20 39 02.0563128120 +66 18 13.260491172|     ~   |10.59    |9.54     |     ~   |     ~   |K              |   2|   0
285 |HD 203318                          |*  |21 17 54.8398982760 +68 33 56.077230132|     ~   |9.48     |8.44     |     ~   |     ~   |K              |   8|   0
286 |BD+68 1200                         |*  |21 18 05.8880965248 +69 31 08.578041852|     ~   |11.41    |9.60     |     ~   |     ~   |K              |   1|   0
287 |BD+73 1017                         |*  |23 09 43.2282086640 +73 51 14.178551976|     ~   |11.62    |9.84     |     ~   |     ~   |K              |   1|   0
288 |G 242-59                           |PM*|00 30 55.5802873752 +73 22 14.892131784|     ~   |     ~   |     ~   |10.093   |     ~   |K              |  16|   0
289 |BD+70 166                          |*  |02 13 11.2637495640 +71 17 06.886992732|     ~   |11.18    |9.77     |     ~   |     ~   |K              |   8|   0
290 |BD+69 154                          |*  |02 31 54.5518765056 +69 55 57.056368476|     ~   |10.83    |9.21     |     ~   |     ~   |K              |   1|   0
291 |BD+53 780                          |*  |04 32 28.9078035528 +54 13 55.015321008|     ~   |12.41    |11.04    |     ~   |     ~   |K              |   3|   0
292 |HD 174790                          |*  |18 50 07.0372642968 +45 28 26.863971312|     ~   |10.32    |9.16     |8.7      |     ~   |K              |   4|   0
293 |BD+48 2804                         |*  |18 58 50.0062129272 +48 57 29.566741104|     ~   |12.03    |10.79    |     ~   |     ~   |K              |   1|   0
294 |HD 177430                          |Ro*|19 02 18.6434587664 +48 49 43.213961920|     ~   |9.58     |8.84     |     ~   |     ~   |K              |   9|   0
295 |HD 175574                          |*  |18 53 39.2191780848 +47 13 05.560948992|     ~   |9.78     |8.42     |     ~   |     ~   |K              |   6|   0
296 |TYC 3929-1103-1                    |*  |19 21 58.1949682896 +57 01 48.216766152|     ~   |12.00    |10.63    |     ~   |     ~   |K              |   1|   0
297 |StKM 1-1695                        |PM*|19 19 03.9455159328 +55 19 02.589378960|     ~   |12.21    |10.95    |     ~   |     ~   |K              |   2|   0
298 |2MASS J19240832+5552215            |PM*|19 24 08.3217167226 +55 52 21.417035012|     ~   |     ~   |     ~   |     ~   |     ~   |K              |   2|   0
299 |HD 239069                          |*  |19 22 16.4841633312 +60 09 11.260494540|     ~   |11.21    |9.60     |     ~   |     ~   |K              |   2|   0
300 |2MASS J19350738+5931144            |PM*|19 35 07.4122778256 +59 31 14.271225060|     ~   |     ~   |     ~   |     ~   |     ~   |K              |   2|   0
301 |BD+62 1736                         |SB*|19 35 29.4883036992 +62 26 45.599595648|     ~   |11.33    |9.83     |     ~   |     ~   |K              |   1|   0
302 |BD+61 1883                         |*  |19 35 41.8131492096 +62 02 09.126193128|     ~   |10.94    |9.34     |     ~   |     ~   |K              |   1|   0
303 |BD+60 1997                         |SB*|19 41 15.9749866872 +60 23 26.096032716|     ~   |11.31    |10.11    |     ~   |     ~   |K              |   1|   0
304 |HD 185146                          |*  |19 34 13.6412727960 +60 04 05.520384264|     ~   |9.60     |8.55     |     ~   |     ~   |K              |   2|   0
305 |BD+64 1383                         |*  |19 44 49.1825101224 +64 43 19.429099428|     ~   |11.62    |10.64    |     ~   |     ~   |K              |   1|   0
306 |BD+63 1543                         |*  |19 37 19.2575060568 +64 04 05.862593928|     ~   |11.36    |10.16    |     ~   |     ~   |K              |   2|   0
307 |HD 186376                          |*  |19 39 58.1991536016 +63 56 18.907307052|     ~   |9.58     |8.48     |     ~   |     ~   |K              |   2|   0
308 |BD+62 1732                         |*  |19 34 15.3065154120 +62 49 37.692078672|     ~   |10.32    |9.26     |     ~   |     ~   |K              |   1|   0
309 |BD+65 1411                         |*  |19 52 46.6193619888 +65 32 29.384360628|     ~   |11.30    |9.89     |     ~   |     ~   |K              |   1|   0
310 |TYC 4472-1098-1                    |*  |21 09 53.1068339880 +74 04 32.335209228|     ~   |12.37    |10.05    |     ~   |     ~   |K              |   1|   0
311 |TYC 4599-1048-1                    |*  |21 43 56.3571020208 +75 35 30.249804336|     ~   |12.61    |10.32    |     ~   |     ~   |K              |   0|   0
312 |TYC 4599-557-1                     |*  |21 45 06.9965566296 +76 06 35.034379452|     ~   |13.19    |10.94    |     ~   |     ~   |K              |   0|   0
313 |BD+75 827                          |*  |22 24 58.4294027088 +76 40 31.878774588|     ~   |10.45    |9.35     |     ~   |     ~   |K              |   2|   0
314 |TYC 4604-326-1                     |*  |22 39 17.1513611328 +77 44 16.856719188|     ~   |11.64    |10.02    |     ~   |     ~   |K              |   1|   0
315 |TYC 4601-1996-1                    |*  |22 48 11.2851185424 +76 28 16.385792484|     ~   |12.50    |11.00    |     ~   |     ~   |K              |   1|   1
316 |TYC 4601-1596-1                    |*  |22 57 04.4100893712 +76 34 14.156875884|     ~   |11.89    |10.50    |     ~   |     ~   |K              |   1|   0
317 |TYC 4601-1940-1                    |*  |23 08 56.5895791056 +76 26 02.471186724|     ~   |12.44    |10.49    |     ~   |     ~   |K              |   1|   0
318 |TYC 4602-2370-1                    |*  |23 21 31.0149279240 +76 34 10.391337012|     ~   |12.41    |11.19    |     ~   |     ~   |K              |   1|   0
319 |AG+72 67                           |SB*|02 36 47.4474671328 +72 46 13.342555488|     ~   |11.14    |9.87     |     ~   |     ~   |K              |   8|   0
320 |HD 25498                           |SB*|04 06 43.0797405888 +62 20 40.291900836|     ~   |9.12     |7.93     |     ~   |     ~   |K              |  20|   0
321 |[FS2003] 0232                      |*  |05 00 43.95 +49 42 46.4                |     ~   |     ~   |     ~   |     ~   |     ~   |K              |   2|   0
322 |V* TY Aur                          |RG*|04 58 56.0598181728 +48 19 24.881085372|     ~   |11.79    |10.59    |     ~   |     ~   |K              |   9|   1
323 |HD 173665                          |PM*|18 44 09.5933710848 +46 06 51.366474360|     ~   |     ~   |     ~   |8.2      |     ~   |K              |  18|   0
324 |BD+44 2967                         |*  |18 42 04.5834315120 +44 44 45.561880896|     ~   |12.01    |10.69    |     ~   |     ~   |K              |   1|   0
325 |BD+48 2760                         |*  |18 46 03.1394670648 +48 31 45.525474840|     ~   |11.37    |9.92     |     ~   |     ~   |K              |   1|   0
326 |BD+57 1952                         |*  |19 08 36.6699847560 +57 29 59.388201816|     ~   |11.14    |10.28    |     ~   |     ~   |K              |   1|   0
327 |BD+56 2165                         |*  |18 56 40.4768083584 +57 02 52.034666964|     ~   |10.89    |9.92     |     ~   |     ~   |K              |   1|   0
328 |BD+56 2175                         |*  |19 00 01.5696937512 +56 54 46.258317576|     ~   |11.12    |10.07    |     ~   |     ~   |K              |   1|   0
329 |BD+62 1695                         |*  |19 13 11.9983154688 +63 12 02.398862988|     ~   |11.14    |10.12    |     ~   |     ~   |K              |   2|   0
330 |BD+61 1854                         |SB*|19 24 06.0779406504 +62 12 44.151261084|     ~   |10.56    |9.40     |     ~   |     ~   |K              |   2|   0
331 |TYC 4217-367-1                     |*  |19 12 59.5373846112 +61 41 40.375424148|     ~   |11.30    |9.84     |     ~   |     ~   |K              |   1|   0
332 |BD+61 1841                         |*  |19 17 43.7379024264 +61 20 27.712603932|     ~   |10.38    |8.70     |     ~   |     ~   |K              |   1|   0
333 |BD+65 1368                         |*  |19 33 29.9575455024 +65 33 30.005988372|     ~   |10.88    |9.85     |     ~   |     ~   |K              |   1|   0
334 |BD+63 1507                         |*  |19 16 34.0971972912 +63 26 04.105096980|     ~   |11.00    |9.80     |     ~   |     ~   |K              |   1|   0
335 |BD+67 1181                         |*  |19 41 01.3924990248 +68 13 10.277176440|     ~   |12.04    |10.91    |     ~   |     ~   |K              |   1|   0
336 |TYC 4243-571-1                     |*  |19 46 46.2233607192 +67 28 36.516852768|     ~   |12.04    |10.83    |     ~   |     ~   |K              |   1|   0
337 |1RXS J202935.2+735425              |RS*|20 29 39.3814961352 +73 54 34.424061588|     ~   |11.86    |10.82    |     ~   |     ~   |K              |   6|   0
338 |TYC 4586-1893-1                    |*  |20 49 48.3287466240 +76 15 15.109645428|     ~   |11.83    |10.29    |     ~   |     ~   |K              |   1|   0
339 |BD+75 769                          |*  |21 01 55.7647946808 +75 41 38.638013748|     ~   |12.12    |9.93     |     ~   |     ~   |K              |   1|   0
340 |BD+75 784                          |*  |21 19 33.0546817896 +75 57 26.931487788|     ~   |11.38    |9.70     |     ~   |     ~   |K              |   1|   0
341 |TYC 4607-1876-1                    |*  |21 46 58.3247313120 +79 19 39.210489408|     ~   |11.61    |10.48    |     ~   |     ~   |K              |   1|   0
342 |HD 205684                          |PM*|21 31 19.5731103360 +76 49 07.303088532|     ~   |     ~   |     ~   |8.7      |     ~   |K              |   5|   0
343 |TYC 4599-956-1                     |*  |21 26 18.7821465888 +76 44 16.720205460|     ~   |12.02    |10.40    |     ~   |     ~   |K              |   1|   0
344 |TYC 4608-1441-1                    |*  |22 29 23.4208754664 +80 13 04.433181528|     ~   |11.68    |10.48    |     ~   |     ~   |K              |   1|   0
345 |BD+78 773                          |SB*|21 58 14.4063052872 +79 25 35.412164040|     ~   |11.67    |10.38    |     ~   |     ~   |K              |   1|   0
346 |BD+78 788                          |*  |22 20 57.4861485840 +79 09 49.536777096|     ~   |11.36    |9.90     |     ~   |     ~   |K              |   1|   0
347 |BD+78 794                          |*  |22 24 28.5664973448 +79 28 23.591583696|     ~   |11.49    |10.04    |     ~   |     ~   |K              |   1|   0
348 |TYC 4610-63-1                      |*  |23 29 30.7085069304 +80 09 55.938913596|     ~   |12.23    |10.73    |     ~   |     ~   |K              |   1|   0
349 |BD+79 797                          |*  |23 54 49.2507854328 +80 12 00.331643556|     ~   |11.00    |9.86     |     ~   |     ~   |K              |   2|   0
350 |BD+79 31                           |*  |01 10 40.5942197808 +80 20 37.435429536|     ~   |11.07    |9.54     |     ~   |     ~   |K              |   2|   0
351 |BD+79 30                           |*  |01 09 30.2960135448 +80 04 41.022900048|     ~   |10.59    |8.85     |     ~   |     ~   |K              |   1|   0
352 |BD+79 60                           |*  |02 05 55.0844895864 +79 58 53.271282360|     ~   |11.23    |9.60     |     ~   |     ~   |K              |   1|   0
353 |BD+75 115                          |*  |02 56 40.6818763656 +75 43 03.158171832|     ~   |11.50    |10.34    |     ~   |     ~   |K              |   1|   0
354 |AG+75 108                          |LP?|03 04 30.0517488864 +75 45 54.802971144|     ~   |12.11    |10.18    |     ~   |     ~   |K              |   1|   0
355 |BD+68 314                          |SB*|04 17 05.5034480520 +69 08 49.975777320|     ~   |11.98    |10.21    |     ~   |     ~   |K              |   2|   0
356 |BD+58 780                          |*  |04 49 09.5121571272 +58 27 17.245961496|     ~   |11.54    |9.93     |     ~   |     ~   |K              |   1|   0
357 |[FS2003] 0229                      |*  |05 00 21.79 +52 38 06.5                |     ~   |     ~   |     ~   |     ~   |     ~   |K              |   3|   0
358 |BD+49 1296A                        |*  |05 05 09.8149039200 +50 01 34.384867536|     ~   |11.61    |10.47    |     ~   |     ~   |K              |   2|   1
359 |BD+50 2603                         |*  |18 30 37.7380513080 +50 07 56.637160896|     ~   |11.35    |10.04    |     ~   |     ~   |K              |   1|   0
360 |BD+58 1832                         |*  |18 46 00.1765660704 +58 20 47.612387544|     ~   |11.38    |10.14    |     ~   |     ~   |K              |   1|   0
361 |BD+60 1851                         |*  |18 48 48.6130971000 +60 28 35.786172108|     ~   |10.12    |9.11     |     ~   |     ~   |K              |   0|   0
362 |BD+63 1474                         |*  |18 59 23.7956223744 +63 28 59.551695624|     ~   |10.80    |9.35     |     ~   |     ~   |K              |   1|   0
363 |BD+62 1673                         |*  |19 00 42.8631077424 +62 17 15.534091716|     ~   |11.18    |10.75    |     ~   |     ~   |K              |   1|   0
364 |BD+62 1676                         |*  |19 03 01.6414649040 +63 11 51.620581320|     ~   |11.95    |10.37    |     ~   |     ~   |K              |   1|   0
365 |BD+62 1683                         |*  |19 08 02.1584381616 +63 11 34.526145660|     ~   |11.33    |9.89     |     ~   |     ~   |K              |   1|   0
366 |BD+65 1304                         |*  |18 53 15.8487685368 +65 12 10.901970324|     ~   |10.56    |9.65     |     ~   |     ~   |K              |   1|   0
367 |BD+64 1294                         |*  |18 48 53.7938029536 +64 17 59.530436484|     ~   |11.20    |9.89     |     ~   |     ~   |K              |   1|   0
368 |BD+68 1047                         |*  |19 10 27.9419262384 +68 34 57.541932912|     ~   |11.48    |10.46    |     ~   |     ~   |K              |   7|   0
369 |BD+68 1054                         |*  |19 13 46.4634868056 +68 47 09.596483232|     ~   |12.13    |10.87    |     ~   |     ~   |K              |   1|   0
