C.D.S.  -  SIMBAD4 rel 1.8  -  2023.08.06CEST15:41:20

sptype='K'
----------

Number of objects : 1000  (truncated to 1000 objects)

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |  Mag U  |  Mag B  |  Mag V  |  Mag R  |  Mag I  |  spec. type   |#bib|#not
----|-----------------------------------|---|---------------------------------------|---------|---------|---------|---------|---------|---------------|----|----
755 |HD 233849                          |*  |11 38 02.5623109584 +50 22 48.016869312|     ~   |11.81    |10.76    |     ~   |     ~   |K              |   3|   0
756 |TYC 3454-1459-1                    |*  |11 37 32.7990773496 +50 09 15.435800172|     ~   |10.81    |10.21    |     ~   |     ~   |K              |   3|   0
757 |TYC 3453-620-1                     |*  |11 37 28.9852475904 +50 07 26.707363536|     ~   |12.24    |11.34    |     ~   |     ~   |K              |   1|   0
758 |HD 233825                          |Pe*|11 19 34.4223486384 +49 57 22.384603368|     ~   |11.26    |10.47    |     ~   |     ~   |K              |   6|   0
759 |BD+50 1813                         |*  |11 19 39.2427597024 +49 55 00.661382112|     ~   |11.75    |11.10    |     ~   |     ~   |K              |   3|   0
760 |TYC 3453-1193-1                    |*  |11 21 19.8025765440 +50 03 46.035948204|     ~   |11.80    |11.29    |     ~   |     ~   |K              |   4|   0
761 |HD 81181                           |*  |09 25 32.7730444968 +43 08 59.702609724|     ~   |11.18    |10.16    |     ~   |     ~   |K              |   4|   0
762 |HD 82816                           |*  |09 35 49.0798967136 +43 52 08.615593020|     ~   |10.87    |9.79     |     ~   |     ~   |K              |   3|   0
763 |BD+40 2121                         |*  |08 55 26.8607922144 +39 34 32.394770436|     ~   |12.19    |11.02    |     ~   |     ~   |K              |   2|   0
764 |HD 75525                           |*  |08 51 50.5119718416 +37 53 44.730320460|     ~   |10.02    |8.83     |     ~   |     ~   |K              |   2|   0
765 |BD+37 2579                         |*  |14 50 06.1931526264 +37 07 02.947765404|     ~   |12.18    |11.11    |     ~   |     ~   |K              |   0|   0
766 |HS 1317+4521A                      |*  |13 20 00.6 +45 06 31                   |     ~   |17.3     |     ~   |     ~   |     ~   |K              |   1|   0
767 |BD+46 1789a                        |*  |12 28 39.7703178768 +45 43 22.300135176|     ~   |12.48    |11.80    |     ~   |     ~   |K              |   4|   0
768 |HD 98450                           |*  |11 20 00.5608679208 +45 34 41.748286044|     ~   |10.42    |9.15     |     ~   |     ~   |K              |   2|   0
769 |BD+45 1846                         |*  |10 36 58.6451420208 +44 44 37.683534012|     ~   |12.70    |10.90    |     ~   |     ~   |K              |   1|   0
770 |HD 85197                           |*  |09 51 23.0022282000 +41 30 54.820040472|     ~   |8.96     |8.73     |     ~   |     ~   |K              |   2|   0
771 |HD 84840                           |*  |09 49 03.7170674400 +41 03 29.119103640|     ~   |10.22    |8.71     |     ~   |     ~   |K              |   2|   0
772 |BD+39 2228                         |*  |09 18 22.6705809312 +38 50 43.901836872|     ~   |11.88    |10.96    |     ~   |     ~   |K              |   1|   0
773 |TYC 4707-1092-1                    |*  |03 01 55.4094689592 -00 55 44.663949804|     ~   |11.5     |10.4     |     ~   |     ~   |K              |   2|   0
774 |CD-30 1206                         |*  |03 09 23.3219808312 -30 24 15.617121732|     ~   |11.51    |10.36    |     ~   |     ~   |K              |   2|   0
775 |HD 278568                          |*  |03 24 34.4651598168 +36 35 29.440729788|     ~   |11.99    |11.00    |     ~   |     ~   |K              |   3|   0
776 |HD 278747                          |*  |03 30 43.7827932096 +34 31 18.566056920|     ~   |12.30    |10.85    |     ~   |     ~   |K              |   3|   0
777 |HD 278775                          |HB*|03 31 49.3174755960 +32 30 25.286881752|     ~   |11.77    |10.56    |     ~   |     ~   |K              |   9|   0
778 |BD+07 520                          |*  |03 33 41.0794767048 +07 34 10.260396768|     ~   |11.90    |10.82    |     ~   |     ~   |K              |   1|   0
779 |EIS-DEEP CDFS-1 J 1 1266           |*  |03 32 15.160 -27 47 54.31              |     ~   |24.8995  |     ~   |     ~   |23.1060  |K              |   6|   0
780 |HD 275575                          |*  |03 36 54.7375415688 +38 17 32.343095724|     ~   |10       |     ~   |     ~   |     ~   |K              |   1|   0
781 |HD 275830                          |RG*|03 44 47.4457262928 +38 02 45.712338396|     ~   |12.09    |10.90    |     ~   |     ~   |K              |   6|   0
782 |HD 278850                          |RB?|03 38 42.5048788656 +35 32 56.624509032|     ~   |12.04    |10.76    |     ~   |     ~   |K              |   3|   0
783 |BD+06 559                          |*  |03 36 09.2717626944 +06 44 43.769074344|     ~   |11.66    |10.55    |     ~   |     ~   |K              |   1|   0
784 |BD+05 527a                         |*  |03 40 38.9401123992 +06 23 29.364391824|     ~   |11.89    |11.17    |     ~   |     ~   |K              |   2|   0
785 |BD+04 561                          |*  |03 37 10.1075531352 +04 54 16.615153152|     ~   |11.27    |9.96     |     ~   |     ~   |K              |   1|   0
786 |BD-18 637                          |*  |03 36 54.4828473936 -17 52 31.074304908|     ~   |11.18    |10.13    |     ~   |     ~   |K              |   9|   0
787 |HD 279089                          |*  |03 52 22.4895077184 +35 29 51.636344748|     ~   |12.25    |11.16    |     ~   |     ~   |K              |   2|   0
788 |HD 279035                          |*  |03 49 44.4266097768 +34 44 28.823512704|     ~   |12.53    |10.90    |     ~   |     ~   |K              |   2|   0
789 |HD 279117                          |*  |03 51 45.2464010472 +34 05 46.256372016|     ~   |11.88    |10.77    |     ~   |     ~   |K              |   2|   0
790 |BD-17 747                          |*  |03 52 31.2086047176 -16 54 58.863273372|     ~   |11.066   |10.090   |     ~   |     ~   |K              |   5|   0
791 |CD-37 1484                         |*  |03 51 21.7104585480 -36 45 21.048956460|     ~   |11.36    |9.97     |     ~   |     ~   |K              |   2|   0
792 |HD 279331                          |*  |04 04 59.8882527816 +37 19 47.939775924|     ~   |11.93    |10.64    |     ~   |     ~   |K              |   2|   0
793 |HD 279350                          |*  |04 04 29.3683822776 +36 18 37.998319536|     ~   |13.12    |11.53    |     ~   |     ~   |K              |   2|   0
794 |HD 279138                          |*  |03 57 16.6953168912 +36 57 57.654444204|15.09    |11.46    |10.15    |     ~   |     ~   |K              |   3|   0
795 |HD 279297                          |*  |04 02 25.5542659584 +35 23 57.937136424|     ~   |11.87    |11.58    |     ~   |     ~   |K              |   2|   0
796 |HD 279247                          |*  |04 00 43.2760935288 +35 14 48.776344116|     ~   |12.52    |10.87    |     ~   |     ~   |K              |   2|   0
797 |HD 281429                          |*  |03 58 38.3085888672 +29 39 47.542305672|     ~   |12.55    |10.70    |10.00    |     ~   |K              |   2|   0
798 |HD 283252                          |*  |03 58 52.9803588000 +25 52 29.262201348|     ~   |10.95    |9.73     |9.60     |     ~   |K              |   7|   0
799 |HD 285380                          |*  |04 04 35.1878165352 +17 01 11.129597832|     ~   |12.69    |11.53    |     ~   |     ~   |K              |   3|   0
800 |HD 285393                          |*  |04 06 28.4160395040 +16 32 53.973357396|     ~   |10       |     ~   |     ~   |     ~   |K              |   1|   0
801 |BD+04 616                          |*  |04 00 26.1392060400 +05 16 26.600694096|     ~   |10.68    |9.74     |     ~   |     ~   |K              |   1|   0
802 |BD-01 580                          |*  |04 05 13.8302489640 -00 37 07.035945312|     ~   |10.950   |9.679    |     ~   |     ~   |K              |   5|   0
803 |HD 279533                          |*  |04 10 08.6957148288 +34 54 15.293097612|     ~   |12.12    |11.84    |     ~   |     ~   |K              |   2|   0
804 |HD 279598                          |*  |04 15 44.7100732992 +36 00 08.512629372|     ~   |12.14    |10.61    |     ~   |     ~   |K              |   2|   0
805 |HD 279667                          |*  |04 18 41.5233745656 +36 33 39.770070912|     ~   |12.43    |10.91    |     ~   |     ~   |K              |   2|   0
806 |HD 281847                          |*  |04 17 13.5203682888 +33 10 09.026309316|     ~   |11.90    |10.59    |     ~   |     ~   |K              |   2|   0
807 |HD 284298                          |HB*|04 18 23.5561366944 +23 33 08.265642696|     ~   |11.62    |10.71    |     ~   |     ~   |K              |   6|   0
808 |HD 284207                          |*  |04 09 58.0332233376 +21 07 57.453652452|     ~   |12.02    |11.03    |     ~   |     ~   |K              |   5|   0
809 |HD 285535                          |*  |04 15 23.2483597584 +18 32 52.011900312|     ~   |11.71    |10.36    |     ~   |     ~   |K              |   2|   0
810 |HD 286603                          |*  |04 11 54.1874705592 +12 37 43.842670716|     ~   |12.77    |11.43    |11.02    |     ~   |K              |   1|   0
811 |HD 286588                          |*  |04 13 48.0638462232 +13 21 00.661875372|     ~   |13.01    |11.03    |     ~   |     ~   |K              |   2|   0
812 |HD 286642                          |*  |04 18 12.1243002960 +12 41 44.312127648|     ~   |12.29    |10.94    |     ~   |     ~   |K              |   2|   0
813 |BD+06 634                          |*  |04 08 15.2895924864 +07 03 17.353097244|     ~   |12.28    |11.30    |10.97    |     ~   |K              |   1|   0
814 |BD+04 649                          |*  |04 12 01.0275223392 +04 46 57.208151892|     ~   |10.67    |9.61     |     ~   |     ~   |K              |   1|   0
815 |HD 276265                          |*  |04 22 32.5878178968 +41 25 24.362051808|     ~   |12.36    |11.44    |     ~   |     ~   |K              |   1|   0
816 |HD 279910                          |*  |04 29 57.7559920152 +34 43 56.265877092|     ~   |10       |     ~   |     ~   |     ~   |K              |   1|   0
817 |HD 282096                          |*  |04 29 22.3649711088 +32 44 05.865736092|     ~   |11.98    |10.80    |     ~   |     ~   |K              |   2|   0
818 |HD 282118                          |SB*|04 28 28.0245300024 +32 02 11.437200780|     ~   |12.12    |11.31    |     ~   |     ~   |K              |   2|   0
819 |HD 282010                          |*  |04 23 51.3096424248 +31 11 03.758575056|     ~   |12.73    |11.37    |     ~   |     ~   |K              |   4|   0
820 |HD 283624                          |*  |04 26 42.0338353992 +28 50 29.189330628|     ~   |12.19    |10.58    |     ~   |     ~   |K              |   2|   0
821 |HD 282055                          |*  |04 23 28.7750958912 +29 13 03.522239436|     ~   |12.45    |11.04    |     ~   |     ~   |K              |   2|   0
822 |HD 283574                          |*  |04 20 23.4680680776 +28 17 36.009815100|     ~   |12.17    |11.02    |     ~   |     ~   |K              |   4|   0
823 |HD 283667                          |*  |04 27 12.4881417912 +24 22 11.776832868|     ~   |10.28    |9.41     |     ~   |     ~   |K              |   4|   0
824 |HD 284372                          |*  |04 22 22.9870954992 +23 09 01.105420968|     ~   |12.47    |10.69    |     ~   |     ~   |K              |   2|   0
825 |HD 284505                          |*  |04 29 35.7221875056 +21 13 14.107381572|     ~   |12.18    |10.03    |     ~   |     ~   |K              |   2|   0
826 |HD 286793                          |*  |04 28 51.6398618712 +13 19 27.743949300|     ~   |12.57    |10.66    |     ~   |     ~   |K              |   2|   0
827 |BD+09 561                          |*  |04 18 58.1440545600 +09 42 12.868935948|     ~   |11.97    |11.15    |     ~   |     ~   |K              |   1|   0
828 |BD+09 580                          |*  |04 27 45.7325857536 +09 32 33.037017612|     ~   |10.63    |9.65     |     ~   |     ~   |K              |   2|   0
829 |BD+04 697                          |*  |04 29 40.5145332792 +05 03 45.047086704|     ~   |11.21    |9.73     |     ~   |     ~   |K              |   1|   0
830 |HD 276403                          |*  |04 30 49.7090712216 +42 41 06.909285120|     ~   |12.01    |10.67    |     ~   |     ~   |K              |   2|   0
831 |HD 276682                          |*  |04 40 02.4400710624 +42 03 45.258550848|     ~   |12.36    |10.84    |     ~   |     ~   |K              |   2|   0
832 |HD 276703                          |*  |04 40 21.1675365552 +41 04 41.691890640|     ~   |11.41    |10.57    |     ~   |     ~   |K              |   2|   0
833 |HD 276564                          |*  |04 32 40.6074295680 +39 33 16.557713532|     ~   |11.05    |10.10    |     ~   |     ~   |K              |   6|   0
834 |HD 279940                          |RG*|04 33 23.7933497784 +37 36 02.255355072|     ~   |12.37    |10.988   |10.784   |     ~   |K              |  10|   0
835 |TYC 2884-1243-1                    |*  |04 31 48.2452658568 +39 58 50.556358452|     ~   |11.46    |9.94     |     ~   |     ~   |K              |   1|   0
836 |HD 282337                          |*  |04 36 09.2996821248 +30 07 46.557986808|     ~   |12.59    |11.02    |     ~   |     ~   |K              |   2|   0
837 |HD 282344                          |*  |04 36 02.3516658000 +29 17 17.610589860|     ~   |13.04    |11.41    |     ~   |     ~   |K              |   2|   0
838 |2MASS J04371838+2945463            |*  |04 37 18.3856892448 +29 45 45.774903996|     ~   |     ~   |     ~   |     ~   |     ~   |K              |   1|   0
839 |HD 283703                          |*  |04 31 46.8553723440 +26 24 25.660054836|     ~   |12.44    |10.50    |     ~   |     ~   |K              |   4|   0
840 |HD 283683                          |*  |04 33 22.0927118664 +28 36 28.525961268|     ~   |13.08    |11.92    |     ~   |     ~   |K              |   3|   0
841 |HD 285868                          |*  |04 30 35.4608906712 +16 25 52.676936868|     ~   |12.56    |11.02    |     ~   |     ~   |K              |   4|   0
842 |HD 286861                          |*  |04 30 26.5629256152 +10 47 09.774647088|     ~   |11.43    |10.26    |     ~   |     ~   |K              |   2|   0
843 |BD+08 708                          |*  |04 32 43.1570260488 +09 15 50.715232956|     ~   |11.88    |10.73    |10.35    |     ~   |K              |   1|   0
844 |HD 29124                           |SB*|04 35 19.4613568896 +06 40 49.441342872|     ~   |9.73     |8.52     |     ~   |     ~   |K              |   2|   0
845 |BD+05 691                          |*  |04 38 05.7580458216 +06 14 01.003095528|     ~   |12.27    |11.19    |     ~   |     ~   |K              |   1|   0
846 |CD-41 1441                         |PM*|04 30 28.4225921688 -40 52 56.972002764|     ~   |11.25    |10.62    |     ~   |     ~   |K              |   1|   0
847 |HD 276928                          |*  |04 50 31.6660093752 +40 04 07.729606884|     ~   |11.73    |10.52    |     ~   |     ~   |K              |   2|   0
848 |HD 280083                          |*  |04 46 21.4288244952 +38 31 16.501580868|     ~   |11.98    |10.49    |     ~   |     ~   |K              |   2|   0
849 |HD 282481                          |*  |04 50 19.5095079888 +29 53 53.077197660|     ~   |12.30    |10.93    |     ~   |     ~   |K              |   2|   0
850 |HD 283848                          |*  |04 45 44.9493958968 +27 39 21.267057312|     ~   |12.53    |10.83    |     ~   |     ~   |K              |   2|   0
851 |HD 283873                          |*  |04 50 25.8745105992 +26 02 50.237420172|     ~   |12.23    |10.67    |     ~   |     ~   |K              |   4|   0
852 |HD 283948                          |*  |04 51 42.4657514712 +24 58 32.763380268|     ~   |12.01    |10.44    |     ~   |     ~   |K              |   2|   0
853 |HD 284638                          |*  |04 44 18.9176259984 +23 55 26.972908320|     ~   |12.86    |10.46    |     ~   |     ~   |K              |   3|   0
854 |HD 284799                          |*  |04 46 53.6052658440 +20 27 52.924279392|     ~   |12.29    |10.97    |     ~   |     ~   |K              |   3|   0
855 |HD 285983                          |*  |04 41 57.8155944504 +16 08 01.106495016|     ~   |12.79    |10.52    |     ~   |     ~   |K              |   2|   0
856 |HD 286064                          |*  |04 51 56.4166725216 +18 16 03.808637040|     ~   |12.41    |11.24    |     ~   |     ~   |K              |   3|   0
857 |HD 286110                          |*  |04 51 19.9680125280 +14 36 30.545648928|     ~   |11.64    |10.28    |9.91     |     ~   |K              |   3|   0
858 |BD+04 754                          |*  |04 49 07.7960427264 +05 12 30.701236932|     ~   |9.15     |8.10     |     ~   |     ~   |K              |  11|   0
859 |BD+02 774                          |*  |04 48 29.7477245904 +02 37 30.457778700|     ~   |10.87    |9.72     |     ~   |     ~   |K              |   1|   0
860 |HD 30037                           |*  |04 44 07.3429289688 +02 01 30.153482184|     ~   |10.04    |8.62     |     ~   |     ~   |K              |   3|   0
861 |2E 0439.2-1622                     |*  |04 41 31.0 -16 16 48                   |     ~   |     ~   |     ~   |     ~   |     ~   |K              |   2|   0
862 |HD 272185                          |PM*|04 47 25.5162699648 -43 13 47.627705028|     ~   |12.43    |11.90    |     ~   |     ~   |K              |   2|   0
863 |BD+40 1100                         |*  |04 56 57.8994849144 +41 07 20.253098892|     ~   |11.57    |9.95     |9.41     |     ~   |K              |   2|   0
864 |BD+38 959                          |*  |04 53 08.1977712192 +38 25 35.980230000|     ~   |11.99    |10.48    |     ~   |     ~   |K              |   1|   0
865 |HD 277414                          |*  |05 02 01.6630514928 +39 49 17.005312956|     ~   |11.74    |10.47    |     ~   |     ~   |K              |   2|   0
866 |HD 277418                          |*  |05 02 33.4421105400 +39 38 50.051655024|     ~   |11.94    |10.45    |     ~   |     ~   |K              |   1|   0
867 |BD+36 970                          |*  |04 59 41.8191415656 +36 56 27.456337392|     ~   |12.32    |10.92    |     ~   |     ~   |K              |   0|   0
868 |HD 280221                          |*  |04 52 43.8407847312 +34 25 02.677094364|     ~   |12.41    |10.40    |     ~   |     ~   |K              |   2|   0
869 |HD 280330                          |PM*|05 00 32.7051473616 +34 56 59.045363124|     ~   |12.52    |10.79    |     ~   |     ~   |K              |   3|   0
870 |HD 280412                          |*  |05 02 56.2969448688 +34 06 58.202474328|     ~   |12.345   |10.875   |10.522   |     ~   |K              |   0|   0
871 |HD 282696                          |*  |05 02 28.3485345048 +32 30 10.042722936|     ~   |11.67    |10.50    |     ~   |     ~   |K              |   2|   0
872 |HD 282753                          |*  |04 58 23.0191839096 +30 00 04.659763284|     ~   |12.86    |11.00    |     ~   |     ~   |K              |   2|   0
873 |HD 283944                          |*  |04 52 52.4400033528 +25 18 18.938813148|     ~   |12.67    |11.00    |     ~   |     ~   |K              |   2|   0
874 |HD 284960                          |*  |04 58 30.6456775080 +23 00 31.979658456|     ~   |12.31    |10.84    |     ~   |     ~   |K              |   6|   0
875 |HD 285020                          |*  |04 59 48.5083680912 +21 55 51.318449472|     ~   |13.39    |10.79    |     ~   |     ~   |K              |   1|   0
876 |HD 285021                          |RG*|04 59 53.8915320720 +22 03 09.855685944|     ~   |12.66    |11.05    |     ~   |     ~   |K              |   8|   0
877 |HD 284942                          |*  |04 58 03.3265026000 +23 35 19.346603604|     ~   |12.87    |11.07    |     ~   |     ~   |K              |   5|   0
878 |HD 285059                          |*  |05 00 48.9306761400 +20 16 34.113357732|     ~   |11.98    |10.37    |     ~   |     ~   |K              |   2|   0
879 |HD 285191                          |*  |05 03 24.8353292064 +21 16 21.238121532|     ~   |12.19    |10.97    |     ~   |     ~   |K              |   3|   0
880 |HD 285086                          |*  |05 01 45.0809086824 +19 54 01.813483836|     ~   |12.55    |10.37    |     ~   |     ~   |K              |   2|   0
881 |HD 286312                          |*  |05 03 41.57 +17 38 09.5                |     ~   |10       |     ~   |     ~   |     ~   |K              |   1|   0
882 |HD 286223                          |*  |04 59 48.2678033448 +17 20 03.153788412|     ~   |12.63    |10.72    |     ~   |     ~   |K              |   4|   0
883 |HD 31763                           |PM*|04 59 10.3406916672 +16 04 18.100447392|     ~   |11.06    |10.07    |     ~   |     ~   |K              |   6|   0
884 |BD+08 802                          |*  |04 55 54.5352406392 +08 18 56.028465360|     ~   |11.03    |10.36    |     ~   |     ~   |K              |   1|   0
885 |BD+05 760                          |*  |04 54 03.1036071216 +06 04 10.786896300|     ~   |11.75    |10.61    |     ~   |     ~   |K              |   1|   0
886 |BD-00 834                          |*  |05 03 34.8779911046 +00 03 55.263835751|     ~   |12.52    |10.59    |     ~   |     ~   |K              |   0|   0
887 |LP 776-62                          |PM*|05 02 20.9249817527 -19 32 01.621524905|     ~   |16.095   |14.721   |13.777   |12.713   |K              |  12|   0
888 |BD-22 938                          |PM*|04 52 43.1731855776 -22 27 36.535843692|     ~   |10.815   |10.104   |     ~   |     ~   |K              |   8|   0
889 |V* S Cae                           |EB*|04 56 56.4789990144 -33 08 00.072983004|     ~   |11.16    |10.71    |     ~   |     ~   |K              |   8|   0
890 |HD 272292                          |*  |04 53 35.6990360664 -42 48 13.626309492|     ~   |12.56    |11.91    |     ~   |     ~   |K              |   2|   0
891 |HD 272346                          |PM*|04 57 01.8658728168 -42 36 58.594844124|     ~   |10       |     ~   |     ~   |     ~   |K              |   9|   0
892 |HD 272312                          |*  |04 55 06.6713750112 -43 36 51.872197680|     ~   |12.582   |11.498   |     ~   |     ~   |K              |   6|   0
893 |HD 273059                          |*  |05 02 35.7462498408 -44 02 20.897201472|     ~   |12.83    |11.38    |     ~   |     ~   |K              |   2|   0
894 |HD 277633                          |*  |05 10 39.4819428840 +42 10 29.166912948|     ~   |11.73    |10.52    |     ~   |     ~   |K              |   2|   0
895 |BD+40 1197                         |*  |05 10 50.5475573448 +41 04 17.260396392|     ~   |10.81    |9.21     |     ~   |     ~   |K              |   1|   0
896 |BD+39 1213                         |*  |05 13 11.9378776896 +40 09 12.375651132|     ~   |10.30    |9.13     |     ~   |     ~   |K              |   1|   0
897 |BD+39 1199                         |*  |05 11 25.8156456936 +39 39 46.152248472|     ~   |11.18    |9.92     |     ~   |     ~   |K              |   1|   0
898 |HD 277517                          |*  |05 07 17.7501504840 +41 24 08.198978256|     ~   |11.23    |9.86     |     ~   |     ~   |K              |   2|   0
899 |HD 280472                          |*  |05 09 54.5761592832 +36 37 08.016979800|     ~   |11.78    |10.25    |     ~   |     ~   |K              |   3|   0
900 |HD 280517                          |*  |05 05 15.9759952464 +34 33 58.340142504|     ~   |12.27    |10.66    |     ~   |     ~   |K              |   2|   0
901 |HD 287587                          |*  |05 11 51.1819955496 +01 25 10.949511324|     ~   |12.09    |11.25    |     ~   |     ~   |K              |   3|   0
902 |HD 287590                          |*  |05 12 40.1790993912 +01 10 06.616092540|     ~   |11.88    |10.69    |     ~   |     ~   |K              |   2|   0
903 |HD 273153                          |*  |05 09 41.2149141768 -41 45 07.020288036|     ~   |10       |     ~   |     ~   |     ~   |K              |   3|   0
904 |HD 273208                          |*  |05 12 59.2282759392 -41 45 47.534173344|     ~   |13.06    |11.760   |     ~   |     ~   |K              |   6|   0
905 |HD 273123                          |*  |05 07 05.6255341896 -43 46 50.752603452|     ~   |12.366   |11.282   |     ~   |     ~   |K              |   6|   0
906 |HD 278003                          |*  |05 21 13.8891903936 +43 16 02.798688972|     ~   |11.46    |10.39    |     ~   |     ~   |K              |   2|   0
907 |HD 278048                          |*  |05 23 01.7919783408 +41 15 44.910190080|     ~   |11.54    |10.49    |     ~   |     ~   |K              |   2|   0
908 |BD+39 1269                         |*  |05 21 32.5070874912 +39 52 19.713342612|     ~   |11.78    |10.70    |     ~   |     ~   |K              |   1|   0
909 |HD 278080                          |*  |05 21 12.6127639608 +39 23 51.892757016|     ~   |11.20    |9.64     |     ~   |     ~   |K              |   2|   0
910 |HD 280837                          |*  |05 17 29.2700174616 +34 12 04.023681120|     ~   |11.33    |10.07    |     ~   |     ~   |K              |   2|   0
911 |HD 287717                          |*  |05 19 33.8420368704 +02 14 40.402528764|     ~   |12.29    |11.08    |     ~   |     ~   |K              |   2|   0
912 |HD 294080                          |*  |05 23 16.1415043728 -03 30 25.985669040|     ~   |13.02    |11.23    |     ~   |     ~   |K              |   3|   0
913 |HD 294086                          |*  |05 23 45.9699460968 -03 53 08.244542472|     ~   |11.95    |10.71    |     ~   |     ~   |K              |   3|   0
914 |BD-08 1110                         |*  |05 23 45.7717930488 -08 14 50.427654288|     ~   |10.37    |8.92     |     ~   |     ~   |K              |   1|   0
915 |HD 273295                          |*  |05 16 11.4173388849 -42 28 30.456891344|     ~   |12.64    |12.06    |     ~   |     ~   |K              |   2|   0
916 |HD 273633                          |*  |05 18 36.8053881600 -44 10 43.979164860|     ~   |13.227   |12.161   |10.85    |11.044   |K              |  16|   0
917 |HD 274100                          |*  |05 25 26.5892280600 -42 17 25.704492000|     ~   |12.56    |11.90    |     ~   |     ~   |K              |   5|   0
918 |HD 35669                           |*  |05 27 55.0828054296 +34 53 30.707067516|     ~   |9.45     |8.47     |     ~   |     ~   |K              |   4|   0
919 |TYC 2415-1577-1                    |*  |05 32 44.2853121576 +36 20 41.133438528|     ~   |11.47    |10.40    |     ~   |     ~   |K              |   2|   0
920 |BD+03 968                          |*  |05 34 49.3758966936 +03 47 13.537656744|     ~   |11.45    |10.03    |     ~   |     ~   |K              |   2|   0
921 |ADS 4159 B                         |*  |05 34 01.9 -01 02 08                   |     ~   |     ~   |11.20    |     ~   |     ~   |K              |   6|   0
922 |EM* StHA 47                        |TT*|05 35 22.9366522272 -01 11 24.256679280|     ~   |13.36    |12.49    |12.33    |     ~   |K              |  14|   0
923 |HD 294227                          |*  |05 36 31.9899510648 -02 16 35.941907784|     ~   |12.31    |11.00    |10.60    |10.00    |K              |   2|   0
924 |V* V853 Ori                        |Or*|05 36 51.7365405840 -05 13 29.977506048|     ~   |14.4     |     ~   |     ~   |     ~   |K              |  13|   0
925 |[KPM2006] 202                      |Em*|05 35 46.8227459688 -05 16 46.935481008|     ~   |18.527   |17.139   |     ~   |14.263   |K              |  13|   1
926 |MLLA 946                           |V* |05 35 13.5893027568 -05 20 31.378961004|     ~   |     ~   |20.66    |     ~   |16.096   |K              |  20|   0
927 |COUP 1100                          |*  |05 35 20.3977430736 -05 22 13.636281216|     ~   |17.885   |16.618   |     ~   |13.149   |K              |  36|   0
928 |COUP 1525                          |Y*O|05 35 35.9010269640 -05 20 33.577731996|     ~   |     ~   |20.10    |     ~   |17.354   |K              |  12|   0
929 |MLLA 142                           |*  |05 35 21.990 -05 24 53.30              |     ~   |     ~   |     ~   |     ~   |     ~   |K              |   7|   0
930 |COUP 1330                          |*  |05 35 25.560 -05 21 54.00              |     ~   |     ~   |     ~   |     ~   |     ~   |K              |   7|   1
931 |TYC 4778-722-1                     |SB*|05 31 48.0111325176 -06 27 49.340343492|     ~   |11.90    |11.12    |     ~   |     ~   |K              |   4|   0
932 |RX J0530.3-1308                    |Ro*|05 30 19.6125602136 -13 08 02.520938832|     ~   |12.09    |10.951   |     ~   |9.880    |K              |   6|   0
933 |BD-22 1139                         |PM*|05 31 39.6968282496 -22 52 36.734424888|     ~   |10.957   |10.052   |9.5      |9.271    |K              |   8|   0
934 |HD 36700                           |*  |05 32 42.0 -23 33 00                   |     ~   |11.1     |10.5     |     ~   |     ~   |K              |   2|   0
935 |HD 274219                          |*  |05 30 33.4018687920 -41 01 37.929127332|     ~   |12.50    |11.53    |     ~   |     ~   |K              |   2|   0
936 |HD 274229                          |*  |05 31 32.7093317568 -41 35 51.329180400|     ~   |12.1     |     ~   |     ~   |     ~   |K              |   1|   0
937 |HD 274171                          |*  |05 26 17.0703147000 -42 24 20.869461684|     ~   |12.502   |11.41    |10.77    |     ~   |K              |  10|   0
938 |HD 274195                          |*  |05 27 22.5133810296 -43 23 49.171661592|     ~   |12.0     |     ~   |     ~   |     ~   |K              |   1|   0
939 |HD 274288                          |*  |05 31 39.6162723912 -43 49 57.706357800|     ~   |12.86    |12.00    |     ~   |     ~   |K              |   5|   0
940 |HD 274342                          |*  |05 32 36.0992996040 -43 20 21.423836508|     ~   |12.559   |11.650   |     ~   |     ~   |K              |   6|   0
941 |HD 274346                          |*  |05 35 12.7584225096 -43 27 09.908480952|     ~   |12.2     |     ~   |     ~   |     ~   |K              |   1|   0
942 |[FS2003] 0294                      |*  |05 39 30.80 +32 57 18.0                |     ~   |     ~   |     ~   |     ~   |     ~   |K              |   2|   0
943 |EM* LkHA 206                       |Em*|05 39 33.5815269912 +26 19 47.028578988|     ~   |     ~   |13.3     |     ~   |     ~   |K              |   8|   0
944 |HD 38605                           |SB*|05 47 57.7824002952 +24 39 41.515652268|     ~   |8.99     |7.54     |     ~   |     ~   |K              |   8|   0
945 |HD 37619                           |*  |05 40 30.9734446176 +17 25 50.326801500|     ~   |10.01    |8.95     |     ~   |     ~   |K              |   2|   0
946 |TYC 714-482-1                      |*  |05 44 01.4217911928 +07 42 45.019657944|     ~   |11.95    |10.52    |9.894    |     ~   |K              |   0|   0
947 |TYC 119-843-1                      |*  |05 42 53.3911360560 +03 00 06.772639464|     ~   |12.16    |11.43    |     ~   |     ~   |K              |   1|   0
948 |HD 288129                          |*  |05 38 45.0782765136 +02 01 02.474149836|     ~   |12.26    |11.21    |     ~   |     ~   |K              |   2|   0
949 |VSS VI-16                          |Y*O|05 47 02.540472 -00 09 28.44432        |     ~   |14.65    |13.47    |13.21    |     ~   |K              |  11|   0
