C.D.S.  -  SIMBAD4 rel 1.8  -  2023.08.06CEST15:41:19

sptype='F'
----------

Number of objects : 1000  (truncated to 1000 objects)

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |  Mag U  |  Mag B  |  Mag V  |  Mag R  |  Mag I  |  spec. type   |#bib|#not
----|-----------------------------------|---|---------------------------------------|---------|---------|---------|---------|---------|---------------|----|----
178 |HD 24851                           |*  |04 00 42.0107230272 +62 04 00.921008856|     ~   |9.85     |9.64     |     ~   |     ~   |F              |   3|   0
179 |BD+61 1864                         |*  |19 26 42.9287876088 +61 29 28.383363132|     ~   |10.73    |10.32    |     ~   |     ~   |F              |   2|   0
180 |HD 194219                          |*  |20 20 08.8942306752 +67 25 57.092536668|     ~   |9.94     |9.53     |     ~   |     ~   |F              |   2|   0
181 |TYC 4601-1932-1                    |*  |22 41 00.7616515536 +76 26 22.696938384|     ~   |11.59    |10.98    |     ~   |     ~   |F              |   2|   1
182 |TYC 4606-1951-1                    |*  |23 24 49.3115944800 +78 05 28.753028124|     ~   |11.61    |11.22    |     ~   |     ~   |F              |   1|   0
183 |TYC 3352-229-1                     |*  |05 03 19.2337504080 +50 36 35.087598576|     ~   |11.82    |11.34    |     ~   |     ~   |F              |   1|   0
184 |BD+61 1847                         |*  |19 20 24.7230608016 +62 15 42.469638516|     ~   |11.20    |10.14    |     ~   |     ~   |F              |   1|   0
185 |BD+61 1827                         |PM*|19 11 59.0449724544 +62 04 45.984909108|     ~   |10.24    |9.71     |     ~   |     ~   |F              |   1|   0
186 |BD+63 1530                         |** |19 30 47.5947781 +63 37 04.300286      |     ~   |9.837    |9.446    |9.379    |     ~   |F              |  17|   0
187 |AG+77 617                          |SB*|21 46 43.5463836840 +77 41 29.765398128|     ~   |11.52    |11.02    |     ~   |     ~   |F              |   1|   0
188 |TYC 4608-414-1                     |*  |22 18 44.4562652376 +79 41 41.386472124|     ~   |12.01    |11.43    |     ~   |     ~   |F              |   1|   0
189 |HD 14080                           |*  |02 23 15.4739120616 +79 17 30.107940504|     ~   |9.41     |9.03     |     ~   |     ~   |F              |   4|   0
190 |TYC 4325-856-1                     |*  |03 10 29.7133100256 +74 08 48.658302708|     ~   |11.43    |10.68    |     ~   |     ~   |F              |   1|   0
191 |TYC 4076-392-1                     |*  |04 07 30.6483403584 +67 16 34.618572264|     ~   |11.12    |10.65    |     ~   |     ~   |F              |   3|   0
192 |BD+61 1799                         |*  |18 59 29.7511910616 +61 40 41.018297808|     ~   |10.56    |9.01     |     ~   |     ~   |F              |   1|   0
193 |HD 191995                          |*  |20 04 55.4406995424 +76 22 48.688126572|     ~   |10.71    |10.21    |     ~   |     ~   |F              |   3|   0
194 |BD+82 726                          |*  |23 35 55.3620184488 +83 17 51.078231420|     ~   |10.60    |10.25    |     ~   |     ~   |F              |   1|   0
195 |BD+81 31                           |SB*|01 06 13.8701299320 +82 24 59.363064036|     ~   |10.92    |10.31    |     ~   |     ~   |F              |   1|   0
196 |HD 19388                           |*  |03 16 17.9029080048 +80 05 38.492399688|     ~   |9.32     |9.02     |     ~   |     ~   |F              |   2|   0
197 |HD 22762                           |SB*|03 46 35.4088275648 +75 02 59.199092664|     ~   |10.11    |9.75     |     ~   |     ~   |F              |   4|   0
198 |BD+67 355                          |*  |04 54 02.4571887432 +67 21 26.830699632|     ~   |10.33    |9.99     |     ~   |     ~   |F              |   2|   0
199 |TYC 4342-364-1                     |PM*|05 03 09.9780161928 +67 45 18.087527592|     ~   |11.85    |11.43    |     ~   |     ~   |F              |   2|   0
200 |BD+52 2197                         |*  |18 22 04.9698251808 +52 22 00.005869920|     ~   |10.68    |10.26    |     ~   |     ~   |F              |   1|   0
201 |HD 218980                          |*  |23 05 58.8384501936 +85 43 50.050781436|     ~   |9.05     |8.57     |     ~   |     ~   |F              |   3|   0
202 |V* V792 Cep                        |dS*|01 08 00.9711841824 +84 47 24.726272568|     ~   |13.5     |     ~   |     ~   |     ~   |F              |   4|   0
203 |HD 31418                           |*  |05 02 35.4551255016 +72 27 08.995685616|     ~   |9.01     |8.75     |     ~   |     ~   |F              |   3|   0
204 |HD 33839                           |*  |05 19 37.6045648368 +71 28 00.635120364|     ~   |9.53     |9.25     |     ~   |     ~   |F              |   3|   0
205 |HD 36466                           |*  |05 34 32.9115474312 +49 46 01.741386468|     ~   |9.89     |9.64     |     ~   |     ~   |F              |   2|   0
206 |HD 37156                           |*  |05 39 11.7611881104 +50 04 18.747451812|     ~   |9.99     |9.51     |     ~   |     ~   |F              |   3|   0
207 |2E 0538.8+5014                     |*  |05 42 43.0 +50 15 30                   |     ~   |11.1     |     ~   |     ~   |     ~   |F              |   1|   0
208 |HD 166638                          |*  |18 07 30.6042330576 +61 13 13.965504636|     ~   |9.22     |8.99     |     ~   |     ~   |F              |   3|   0
209 |TYC 4652-422-1                     |*  |18 25 02.0538369528 +85 44 48.538559724|     ~   |11.90    |11.60    |     ~   |     ~   |F              |   1|   0
210 |HD 209269                          |*  |21 06 53.6780828568 +88 49 44.768442072|     ~   |9.64     |9.21     |     ~   |     ~   |F              |   4|   0
211 |HD 32591                           |*  |05 19 32.8161929736 +81 56 22.713864360|     ~   |9.19     |8.83     |     ~   |     ~   |F              |   2|   0
212 |BD+72 270                          |*  |05 28 10.1828716896 +72 40 25.321904508|     ~   |10.86    |9.57     |     ~   |     ~   |F              |   2|   0
213 |TYC 4343-973-1                     |*  |05 33 08.2005155856 +68 35 56.828902992|     ~   |11.90    |11.29    |     ~   |     ~   |F              |   2|   0
214 |HD 37382                           |*  |05 42 02.0626398864 +60 02 49.061873832|     ~   |9.32     |8.93     |     ~   |     ~   |F              |   2|   0
215 |BD+54 943                          |*  |05 47 42.2563826424 +54 37 13.258211880|     ~   |11.30    |10.91    |     ~   |     ~   |F              |   1|   0
216 |HD 39449                           |*  |05 55 22.5927442872 +50 02 37.693645872|     ~   |9.97     |9.54     |     ~   |     ~   |F              |   3|   0
217 |TYC 3515-904-1                     |*  |17 53 01.2295620984 +48 29 30.634025568|     ~   |10.99    |10.64    |     ~   |     ~   |F              |   3|   0
218 |HD 111162                          |*  |12 28 28.0182957072 +88 40 32.350312668|     ~   |9.84     |9.36     |     ~   |     ~   |F              |   6|   0
219 |HD 42104                           |*  |06 15 29.1450382392 +71 22 28.628987808|     ~   |9.26     |8.97     |     ~   |     ~   |F              |   3|   0
220 |HD 42251                           |*  |06 12 21.8103027528 +49 56 49.923526848|     ~   |9.09     |8.79     |     ~   |     ~   |F              |  14|   0
221 |V* V551 Aur                        |EB*|06 02 38.0440795968 +49 53 02.470326828|     ~   |15.11    |14.27    |14.30    |     ~   |F              |  15|   0
222 |HD 151341                          |PM*|16 36 46.7056199544 +77 57 32.632751088|     ~   |9.07     |8.68     |8.4      |     ~   |F              |   5|   0
223 |HD 156375                          |SB*|17 07 55.7477747400 +76 45 10.364071824|     ~   |9.02     |8.75     |     ~   |     ~   |F              |  11|   0
224 |HD 144511                          |PM*|15 54 26.7835910232 +80 38 21.757600824|     ~   |8.95     |8.65     |     ~   |     ~   |F              |   3|   0
225 |BD+83 247                          |*  |09 26 43.0131186864 +82 58 32.947609260|     ~   |11.28    |11.10    |     ~   |     ~   |F              |   1|   0
226 |HD 60576                           |*  |07 51 15.4858998816 +82 43 03.506223396|     ~   |9.33     |9.05     |     ~   |     ~   |F              |   4|   0
227 |HD 48448                           |*  |06 49 52.5632171496 +71 00 06.942990132|     ~   |9.72     |9.48     |     ~   |     ~   |F              |   2|   0
228 |TYC 4362-1418-1                    |*  |06 41 02.6342388576 +69 43 41.394804852|     ~   |12.09    |11.74    |     ~   |     ~   |F              |   1|   0
229 |TYC 4359-270-1                     |*  |06 54 01.4658212784 +68 45 56.496767724|     ~   |11.77    |11.54    |     ~   |     ~   |F              |   1|   0
230 |HD 45510                           |*  |06 32 30.2942226960 +64 01 37.154459640|     ~   |10.01    |9.63     |     ~   |     ~   |F              |   9|   0
231 |HD 44062                           |*  |06 22 13.5839445720 +48 51 14.815006920|     ~   |9.75     |9.52     |     ~   |     ~   |F              |   2|   0
232 |HD 44090                           |*  |06 22 30.2765390352 +48 31 40.430234280|     ~   |9.66     |9.44     |     ~   |     ~   |F              |   3|   0
233 |BD+63 1324                         |*  |17 04 34.9424889048 +63 11 23.619429132|     ~   |11.29    |10.80    |     ~   |     ~   |F              |   2|   0
234 |BD+81 508                          |*  |15 17 44.2440466464 +80 56 55.356289620|     ~   |10.23    |9.89     |     ~   |     ~   |F              |   2|   0
235 |HD 134880                          |*  |15 03 44.4081405864 +79 11 16.433799792|     ~   |9.28     |8.96     |     ~   |     ~   |F              |   9|   0
236 |BD+81 455                          |*  |13 55 41.5487860704 +80 23 39.622068960|     ~   |11.27    |10.64    |     ~   |     ~   |F              |   1|   0
237 |TYC 4543-717-1                     |*  |08 37 01.2643176624 +78 56 29.820494004|     ~   |10.71    |10.19    |     ~   |     ~   |F              |   1|   0
238 |HD 67445                           |*  |08 16 09.8537226408 +76 48 26.678149920|     ~   |10.14    |9.77     |     ~   |     ~   |F              |   1|   0
239 |HD 48823                           |Pu*|06 50 06.5556426792 +65 25 43.800015324|     ~   |9.70     |9.47     |     ~   |     ~   |F              |   2|   0
240 |HD 53843                           |** |07 11 09.6557 +64 11 15.632            |     ~   |10.33    |10.00    |     ~   |     ~   |F              |   4|   0
241 |HD 50382                           |*  |06 57 19.6163530848 +63 10 41.442724992|     ~   |9.44     |9.19     |     ~   |     ~   |F              |   3|   0
242 |HD 51998                           |*  |07 03 56.7206460840 +63 47 17.096975556|     ~   |9.84     |9.53     |     ~   |     ~   |F              |   3|   0
243 |BD+81 418                          |*  |13 15 01.0254527616 +80 39 12.294082188|     ~   |11.52    |11.14    |     ~   |     ~   |F              |   2|   0
244 |HD 84205                           |*  |09 49 05.6223516696 +77 49 40.404311940|     ~   |9.80     |9.55     |     ~   |     ~   |F              |   2|   0
245 |HD 52995                           |*  |07 06 41.9912552328 +55 44 09.130480620|     ~   |9.92     |9.69     |     ~   |     ~   |F              |   3|   0
246 |HD 47334                           |*  |06 40 21.5074127448 +44 39 41.427105084|     ~   |10.69    |10.38    |     ~   |     ~   |F              |   2|   0
247 |HD 151523                          |*  |16 44 57.0366658320 +54 12 09.904696200|     ~   |9.45     |9.18     |     ~   |     ~   |F              |   3|   0
248 |HD 152206                          |*  |16 49 03.1294729680 +54 01 46.908407388|     ~   |8.87     |8.55     |     ~   |     ~   |F              |   2|   0
249 |HD 152578                          |*  |16 51 18.4819277177 +53 47 05.002586766|9.560    |9.43     |9.19     |     ~   |     ~   |F              |  10|   0
250 |TYC 4374-1188-1                    |*  |08 09 54.1939624320 +68 41 40.656866136|     ~   |11.29    |10.92    |     ~   |     ~   |F              |   1|   0
251 |HD 61438                           |*  |07 43 45.2884127616 +65 25 31.697306724|     ~   |9.48     |9.13     |     ~   |     ~   |F              |   2|   0
252 |HD 63137                           |*  |07 51 21.4211148672 +62 49 45.324888708|     ~   |9.49     |9.02     |     ~   |     ~   |F              |  11|   0
253 |HD 59146                           |*  |07 32 26.6738972736 +61 16 21.327608244|     ~   |10.13    |9.90     |     ~   |     ~   |F              |   2|   0
254 |HD 61804                           |** |07 44 51.2045483714 +61 11 57.679715126|     ~   |10.00    |9.74     |     ~   |     ~   |F              |   4|   0
255 |HD 56324                           |** |07 20 04.3399782581 +58 35 45.869583369|     ~   |9.805    |9.421    |9.425    |     ~   |F              |   9|   0
256 |HD 55701                           |*  |07 17 19.4335750920 +57 16 42.320267184|     ~   |9.89     |9.56     |     ~   |     ~   |F              |   4|   0
257 |HD 50762                           |*  |06 57 10.6044986616 +49 55 35.947351776|     ~   |9.75     |9.46     |     ~   |     ~   |F              |  14|   0
258 |BD+50 1389A                        |*  |07 04 13.6878346200 +49 57 01.161986364|     ~   |10.67    |9.69     |     ~   |     ~   |F              |   1|   0
259 |HS 1657+4419                       |*  |16 58 59.6 +44 14 59                   |     ~   |20.00    |     ~   |     ~   |     ~   |F              |   1|   0
260 |SBSS 1610+586B                     |*  |16 11 50.3347394856 +58 32 28.703331564|     ~   |17.3     |     ~   |16.37    |     ~   |F              |   3|   0
261 |SBSS 1600+587                      |*  |16 01 22.2608145984 +58 34 40.023554052|     ~   |14.39    |13.82    |13.97    |     ~   |F              |   2|   0
262 |HD 87992                           |*  |10 11 48.5657333544 +71 13 00.152606028|     ~   |9.56     |9.31     |     ~   |     ~   |F              |   3|   0
263 |HD 76049                           |Pu*|08 57 47.4008213352 +67 17 46.039563996|     ~   |9.48     |9.12     |     ~   |     ~   |F              |  13|   0
264 |HD 66609                           |*  |08 08 34.0801503024 +64 20 01.716902520|     ~   |9.68     |9.30     |     ~   |     ~   |F              |   9|   0
265 |HD 64371                           |SB*|07 57 21.8061808344 +61 59 31.988417460|     ~   |9.58     |9.22     |     ~   |     ~   |F              |   4|   0
266 |HD 65821                           |*  |08 04 14.1725287944 +61 50 00.237973452|     ~   |9.52     |9.16     |     ~   |     ~   |F              |   3|   0
267 |HD 66570                           |*  |08 07 38.8249720368 +60 41 22.002084348|     ~   |9.46     |9.12     |     ~   |     ~   |F              |  11|   0
268 |HD 61546                           |*  |07 43 09.4235796168 +57 52 43.081971240|     ~   |10.14    |9.80     |     ~   |     ~   |F              |   2|   0
269 |BD+51 1318                         |*  |07 27 14.0014988520 +51 04 46.283381904|     ~   |11.05    |10.60    |     ~   |     ~   |F              |   7|   0
270 |SBSS 1552+601                      |*  |15 52 55.9807007520 +60 01 57.968720544|     ~   |18.5     |     ~   |     ~   |     ~   |F              |   2|   0
271 |BD+66 893                          |*  |15 11 15.4206509592 +65 29 31.695542988|     ~   |10.65    |10.35    |     ~   |     ~   |F              |   2|   0
272 |HD 123531                          |*  |14 05 32.2191 +67 33 44.242            |     ~   |9.83     |9.32     |     ~   |     ~   |F              |   5|   0
273 |HD 77427                           |*  |09 05 50.3257324200 +64 24 50.526239976|     ~   |9.98     |9.78     |     ~   |     ~   |F              |   2|   0
274 |BD+62 1008                         |*  |08 40 31.7114538984 +62 00 05.462384364|     ~   |10.82    |10.27    |     ~   |     ~   |F              |   1|   0
275 |HD 70822                           |*  |08 27 37.6644170928 +62 35 13.646102028|     ~   |9.60     |9.15     |     ~   |     ~   |F              |   4|   0
276 |HD 70823                           |*  |08 27 40.0147096224 +62 34 58.360882116|     ~   |10.03    |9.70     |     ~   |     ~   |F              |   5|   0
277 |HD 70419                           |*  |08 25 02.4608207928 +59 35 09.323036808|     ~   |9.74     |9.43     |     ~   |     ~   |F              |   3|   0
278 |HS 0727+4817                       |*  |07 31 14.4 +48 11 28                   |     ~   |18.0     |     ~   |     ~   |     ~   |F              |   1|   0
279 |HS 0714+4753                       |*  |07 18 42.7767983040 +47 47 50.853914844|     ~   |17.3     |     ~   |     ~   |     ~   |F              |   1|   0
280 |HS 1617+4812                       |*  |16 19 03.3132214416 +48 04 51.692221272|     ~   |     ~   |     ~   |     ~   |     ~   |F              |   1|   0
281 |SBSS 1513+600                      |*  |15 14 07.6431582336 +59 49 59.218632192|     ~   |17.8     |     ~   |16.8     |     ~   |F              |   2|   0
282 |HD 112586                          |*  |12 56 29.4517015344 +67 35 49.704999864|     ~   |9.56     |9.18     |     ~   |     ~   |F              |   3|   0
283 |HD 110083                          |*  |12 38 43.7465504856 +67 31 39.098765640|     ~   |9.20     |8.80     |     ~   |     ~   |F              |   3|   0
284 |BD+64 737                          |*  |09 29 58.7266173336 +64 13 00.043655484|     ~   |10.61    |10.13    |     ~   |     ~   |F              |   2|   0
285 |BD+64 739                          |PM*|09 31 21.5249850168 +63 47 38.615046036|     ~   |11.21    |10.55    |     ~   |     ~   |F              |   1|   0
286 |TYC 4128-1421-1                    |*  |08 52 26.3169484128 +60 33 39.814103088|     ~   |11.94    |11.59    |     ~   |     ~   |F              |   1|   0
287 |HD 67389                           |*  |08 10 18.6953310264 +53 46 22.988230752|     ~   |9.40     |9.04     |     ~   |     ~   |F              |   4|   0
288 |HD 67540                           |*  |08 11 09.3150341496 +53 45 33.993914580|     ~   |9.63     |9.28     |     ~   |     ~   |F              |   4|   0
289 |SBSS 0801+537                      |*  |08 05 21.3958671168 +53 35 00.335161356|     ~   |18.2     |     ~   |17.9     |     ~   |F              |   3|   0
290 |HS 1613+4408                       |*  |16 14 54.3 +44 00 40                   |     ~   |17.8     |     ~   |     ~   |     ~   |F              |   1|   0
291 |HS 1612+4538                       |*  |16 13 47.0 +45 31 12                   |     ~   |     ~   |     ~   |     ~   |     ~   |F              |   1|   0
292 |HS 1609+4518                       |*  |16 11 20.9 +45 11 08                   |     ~   |19.0     |     ~   |     ~   |     ~   |F              |   1|   0
293 |HS 1615+4512                       |*  |16 17 18.9701667192 +45 04 52.629213756|     ~   |17.6     |     ~   |     ~   |     ~   |F              |   1|   0
294 |AG+55 988                          |*  |15 26 35.9351888184 +54 54 05.136490116|     ~   |10.00    |9.60     |     ~   |     ~   |F              |  15|   0
295 |SBSS 1430+592                      |*  |14 32 24.0014196432 +59 01 02.412737688|     ~   |18.0     |     ~   |16.7     |     ~   |F              |   3|   0
296 |SBSS 1438+602A                     |*  |14 39 35.8933781472 +60 04 05.591408124|     ~   |17.16    |16.66    |     ~   |     ~   |F              |   4|   0
297 |HD 111793                          |*  |12 50 47.0746760328 +64 13 42.346199928|     ~   |9.49     |9.28     |     ~   |     ~   |F              |   3|   0
298 |HD 94161                           |*  |10 53 35.3417559144 +65 26 05.141855112|     ~   |9.21     |8.86     |     ~   |     ~   |F              |  11|   0
299 |BD+54 1237                         |*  |08 31 40.8687811056 +53 36 36.080602344|     ~   |9.84     |9.40     |     ~   |     ~   |F              |   3|   0
300 |SBSS 1426+574                      |Pe*|14 28 24.6604456512 +57 10 56.929622592|     ~   |16.33    |15.74    |15.99    |     ~   |F              |   9|   0
301 |SBSS 1422+589A                     |*  |14 23 35.6562507000 +58 44 39.132058488|     ~   |18.2     |     ~   |17.0     |     ~   |F              |   3|   0
302 |HD 105301                          |*  |12 07 28.9667416344 +62 41 45.140330976|     ~   |10.15    |9.73     |     ~   |     ~   |F              |  11|   0
303 |HD 101458                          |*  |11 40 58.5770995872 +64 12 44.349106536|     ~   |9.61     |9.29     |     ~   |     ~   |F              |   3|   0
304 |HD 93899                           |*  |10 51 38.5000720008 +61 29 58.955357580|     ~   |9.94     |9.49     |     ~   |     ~   |F              |   3|   0
305 |HD 78571                           |*  |09 11 25.7325228264 +56 53 04.348029804|     ~   |9.54     |9.17     |     ~   |     ~   |F              |   3|   0
306 |HD 70563                           |V* |08 24 52.4662706592 +49 42 47.417788116|     ~   |9.68     |9.36     |     ~   |     ~   |F              |  14|   0
307 |TYC 2967-703-1                     |*  |07 43 39.7993363584 +42 02 34.244058984|     ~   |11.40    |11.25    |     ~   |     ~   |F              |   3|   0
308 |HS 0742+4205                       |*  |07 45 39.8 +41 58 19                   |     ~   |17.9     |     ~   |     ~   |     ~   |F              |   1|   0
309 |HS 1509+4831                       |*  |15 11 23.9 +48 20 10                   |     ~   |     ~   |     ~   |     ~   |     ~   |F              |   1|   0
310 |RX J1238.9+5844                    |PM*|12 38 57.8409822864 +58 44 15.247249656|     ~   |11.32    |10.79    |     ~   |     ~   |F              |   7|   0
311 |BD+60 1407                         |*  |12 37 18.2327339112 +59 12 31.583539404|     ~   |11.3     |10.8     |     ~   |     ~   |F              |   1|   0
312 |SBSS 1144+603                      |*  |11 46 53.1920404224 +60 03 35.767358928|     ~   |17.5     |     ~   |18.1     |     ~   |F              |   6|   0
313 |SBSS 1004+572                      |*  |10 07 44.8245350904 +57 02 21.745225860|     ~   |18.0     |     ~   |18.0     |     ~   |F              |   4|   0
314 |SBSS 0937+552                      |*  |09 41 17.9082384216 +55 00 06.286218624|     ~   |18.5     |     ~   |     ~   |     ~   |F              |   7|   0
315 |SBSS 0948+550                      |*  |09 51 42.2661012744 +54 50 20.960216592|     ~   |17       |     ~   |     ~   |     ~   |F              |   7|   0
316 |SBSS 0949+554                      |*  |09 53 04.6466143776 +55 11 44.056892040|     ~   |16       |     ~   |     ~   |     ~   |F              |   8|   0
317 |SBSS 0927+540A                     |*  |09 30 34.7132462832 +53 50 56.431455504|     ~   |17.5     |     ~   |     ~   |     ~   |F              |   4|   0
318 |SBSS 0927+540B                     |*  |09 30 55.9995279072 +53 50 34.248526620|     ~   |16.5     |     ~   |     ~   |     ~   |F              |   3|   0
319 |HD 79450                           |*  |09 16 12.2002161000 +52 33 52.329357360|     ~   |9.33     |8.92     |     ~   |     ~   |F              |   5|   0
320 |HD 76730                           |SB*|09 00 03.8273101944 +51 10 11.160841908|     ~   |9.54     |9.17     |8.7      |     ~   |F              |   5|   0
321 |HD 70565                           |*  |08 24 38.2644995712 +46 23 25.159638768|     ~   |9.81     |9.54     |     ~   |     ~   |F              |   3|   0
322 |HD 66468                           |PM*|08 05 32.8953733392 +43 21 01.626008760|     ~   |9.67     |9.23     |     ~   |     ~   |F              |   3|   0
323 |BD+46 2047                         |*  |15 16 43.5414545040 +46 12 25.138275516|     ~   |11.06    |10.67    |     ~   |     ~   |F              |   1|   0
324 |HS 1508+4806                       |*  |15 10 18.8639441808 +47 55 06.943031652|     ~   |     ~   |     ~   |     ~   |     ~   |F              |   1|   0
325 |CSO 694                            |*  |14 51 17.2059619752 +49 41 06.359797716|     ~   |18.1     |     ~   |16.9     |     ~   |F              |   5|   0
326 |SBSS 1432+504                      |*  |14 34 30.9713040792 +50 11 00.705762636|     ~   |17.23    |16.62    |16.14    |     ~   |F              |   4|   0
327 |SBSS 1352+542                      |*  |13 54 34.4005078008 +54 01 16.881055140|     ~   |17.5     |     ~   |     ~   |     ~   |F              |   4|   0
328 |SBSS 1200+589                      |Pe*|12 03 13.336 +58 40 30.13              |     ~   |16.77    |16.32    |16.23    |     ~   |F              |   5|   0
329 |HD 100992                          |*  |11 37 47.7918825672 +58 47 57.960320460|     ~   |9.55     |9.21     |     ~   |     ~   |F              |   8|   0
330 |HD 101253                          |*  |11 39 30.3735707616 +58 48 12.928074120|     ~   |9.77     |9.41     |     ~   |     ~   |F              |   4|   0
331 |SBSS 1102+558                      |*  |11 05 48.7986165720 +55 36 07.179925356|     ~   |18.8     |     ~   |17.9     |     ~   |F              |   4|   0
332 |SBSS 1043+569                      |*  |10 46 54.7707320688 +56 43 56.127814896|     ~   |     ~   |     ~   |     ~   |     ~   |F              |   3|   0
333 |SBSS 0957+553                      |*  |10 00 43.4483488272 +55 06 56.502671292|     ~   |17       |     ~   |     ~   |     ~   |F              |   7|   0
334 |BD+53 1382                         |SB*|10 03 39.9951635952 +52 48 27.827582076|     ~   |11.60    |10.98    |     ~   |     ~   |F              |   2|   0
335 |BD+39 2880                         |*  |15 31 45.1375837392 +39 15 34.412682852|     ~   |10.07    |9.58     |     ~   |     ~   |F              |   3|   0
336 |HS 1457+4616                       |*  |14 59 30.9 +46 04 10                   |     ~   |     ~   |     ~   |     ~   |     ~   |F              |   1|   0
337 |HS 1504+4525                       |*  |15 06 12.6 +45 14 15                   |     ~   |18.1     |     ~   |     ~   |     ~   |F              |   2|   0
338 |HS 1418+5001                       |*  |14 19 52.3 +49 48 15                   |     ~   |     ~   |     ~   |     ~   |     ~   |F              |   1|   0
339 |2MASS J14052867+5056011            |*  |14 05 28.6941505968 +50 56 01.169971008|     ~   |13.8     |     ~   |     ~   |     ~   |F              |   3|   0
340 |HS 1350+5022                       |*  |13 52 10.9 +50 07 55                   |     ~   |18.4     |     ~   |     ~   |     ~   |F              |   1|   0
341 |SBSS 1217+559                      |*  |12 20 20.7904200120 +55 43 09.308823132|     ~   |18.0     |     ~   |     ~   |     ~   |F              |   5|   0
342 |SBSS 1015+532                      |*  |10 18 32.5076983032 +52 57 07.725975696|     ~   |17.008   |16.791   |     ~   |     ~   |F              |   4|   1
343 |HD 80843                           |*  |09 23 39.2186738664 +46 41 50.928019692|     ~   |10.04    |9.79     |     ~   |     ~   |F              |   4|   0
344 |TYC 3424-883-1                     |*  |09 02 32.5068843984 +46 27 49.993902360|     ~   |12.17    |11.42    |     ~   |     ~   |F              |   2|   0
345 |HS 1500+4142                       |*  |15 02 23.8 +41 30 28                   |     ~   |     ~   |     ~   |     ~   |     ~   |F              |   1|   0
346 |HS 1501+4302                       |*  |15 03 10.0 +42 50 35                   |     ~   |     ~   |     ~   |     ~   |     ~   |F              |   1|   0
347 |HS 1445+4519                       |*  |14 46 51.5 +45 06 52                   |     ~   |     ~   |     ~   |     ~   |     ~   |F              |   1|   0
348 |HS 1342+4833                       |*  |13 44 55.7 +48 18 30                   |     ~   |     ~   |     ~   |     ~   |     ~   |F              |   1|   0
349 |SBSS 1247+523                      |*  |12 49 22.1740839624 +52 01 56.336116152|     ~   |17.8     |     ~   |17.6     |     ~   |F              |   3|   0
350 |HS 1249+5026                       |*  |12 52 09.3 +50 10 25                   |     ~   |     ~   |     ~   |     ~   |     ~   |F              |   1|   0
351 |BD+51 1746                         |*  |12 21 17.9677305192 +50 58 35.863194360|     ~   |11.01    |10.54    |     ~   |     ~   |F              |   1|   0
352 |BD+51 1626                         |*  |10 50 14.3201223130 +50 20 07.470828552|     ~   |11.33    |10.68    |     ~   |     ~   |F              |   2|   0
353 |HIP 53755                          |*  |10 59 53.1769555536 +50 15 36.794362032|     ~   |11.55    |10.96    |     ~   |     ~   |F              |  12|   0
354 |HD 82407                           |*  |09 33 17.8293301584 +46 29 24.753730056|     ~   |10.73    |10.46    |     ~   |     ~   |F              |   2|   0
355 |HD 80868                           |*  |09 23 41.0417728344 +45 22 03.882507996|     ~   |10.03    |9.69     |     ~   |     ~   |F              |   2|   0
356 |HS 1338+4605                       |*  |13 40 47.8 +45 49 55                   |     ~   |     ~   |     ~   |     ~   |     ~   |F              |   1|   0
357 |HS 1338+4708                       |*  |13 41 02.6168587896 +46 53 34.383672600|     ~   |     ~   |     ~   |     ~   |     ~   |F              |   1|   0
358 |HS 1321+4657                       |*  |13 23 44.9341107240 +46 41 27.048061896|     ~   |     ~   |     ~   |     ~   |     ~   |F              |   1|   0
359 |HS 1314+4650                       |*  |13 16 32.3534274888 +46 34 22.681907400|     ~   |     ~   |     ~   |     ~   |     ~   |F              |   1|   0
360 |HD 105423                          |*  |12 08 12.9549486600 +47 55 31.933226460|     ~   |9.42     |9.02     |     ~   |     ~   |F              |   4|   0
361 |HD 89482                           |*  |10 20 35.9830909032 +45 42 45.865919520|     ~   |9.69     |9.37     |     ~   |     ~   |F              |   3|   0
362 |BD+41 1893                         |*  |08 58 34.4860281336 +40 28 55.514365032|     ~   |11.69    |11.21    |     ~   |     ~   |F              |   1|   0
363 |HS 1424+4029                       |*  |14 26 57.99 +40 16 02.6                |     ~   |19.80    |     ~   |     ~   |     ~   |F              |   1|   0
364 |HS 1259+4543                       |*  |13 02 07.2606411744 +45 27 24.014127240|     ~   |     ~   |     ~   |     ~   |     ~   |F              |   1|   0
365 |HS 1306+4614                       |*  |13 08 20.7036578664 +45 58 55.181223732|     ~   |     ~   |     ~   |     ~   |     ~   |F              |   1|   0
366 |HS 1227+4708                       |*  |12 29 25.6 +46 51 46                   |     ~   |     ~   |     ~   |     ~   |     ~   |F              |   1|   0
367 |HS 1225+4750                       |*  |12 28 05.9 +47 34 02                   |     ~   |     ~   |     ~   |     ~   |     ~   |F              |   1|   0
368 |HS 1216+4520                       |*  |12 19 16.6 +45 03 52                   |     ~   |     ~   |     ~   |     ~   |     ~   |F              |   1|   0
369 |HS 1219+4635                       |*  |12 21 49.1362203696 +46 19 00.105690288|     ~   |     ~   |     ~   |     ~   |     ~   |F              |   1|   0
370 |BD+45 1867                         |*  |10 48 51.1630809624 +45 01 28.371088272|     ~   |10.44    |9.94     |     ~   |     ~   |F              |   3|   0
