C.D.S.  -  SIMBAD4 rel 1.8  -  2023.08.06CEST15:41:19

sptype='F'
----------

Number of objects : 1000  (truncated to 1000 objects)

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |  Mag U  |  Mag B  |  Mag V  |  Mag R  |  Mag I  |  spec. type   |#bib|#not
----|-----------------------------------|---|---------------------------------------|---------|---------|---------|---------|---------|---------------|----|----
567 |HD 295935                          |*  |06 59 34.5269438184 -03 15 22.498348356|     ~   |11.55    |11.01    |     ~   |     ~   |F              |   3|   0
568 |HD 296056                          |** |07 03 48.541200 -02 49 56.89920        |     ~   |12.025   |11.583   |11.534   |     ~   |F              |   2|   0
569 |BD-22 1610                         |*  |06 56 35.3519758920 -22 38 24.881559864|     ~   |9.53     |8.40     |     ~   |     ~   |F              |  15|   0
570 |HD 53959                           |*  |07 08 32.3800268760 +35 23 01.424354928|     ~   |10.20    |9.94     |     ~   |     ~   |F              |   2|   0
571 |HD 55408                           |*  |07 13 59.3913826248 +27 39 50.146934004|     ~   |9.57     |9.27     |     ~   |     ~   |F              |   2|   0
572 |HD 53963                           |*  |07 07 43.3142293248 +15 45 59.613393348|     ~   |11.04    |10.69    |     ~   |     ~   |F              |   2|   0
573 |HD 53967                           |*  |07 07 42.1717574088 +13 43 26.281358940|     ~   |10.84    |10.53    |     ~   |     ~   |F              |   3|   0
574 |HD 55107                           |*  |07 12 13.2373899648 +15 23 33.461456352|     ~   |11.09    |10.75    |     ~   |     ~   |F              |   3|   0
575 |HD 289736                          |*  |07 09 12.6419440200 +00 51 49.174420320|     ~   |11.75    |11.45    |     ~   |     ~   |F              |   2|   0
576 |HD 289720                          |*  |07 09 50.9620476024 +01 19 22.985069520|     ~   |11.88    |11.46    |     ~   |     ~   |F              |   2|   0
577 |HD 289752                          |*  |07 14 07.0379981400 +02 08 51.429631380|     ~   |11.38    |11.15    |     ~   |     ~   |F              |   3|   0
578 |HD 289755                          |** |07 13 58.687704 +01 57 51.06132        |     ~   |11.218   |10.878   |10.824   |     ~   |F              |   3|   0
579 |HD 289828                          |PM*|07 16 04.6471204776 +01 54 30.850811064|     ~   |11.53    |11.05    |     ~   |     ~   |F              |   2|   0
580 |HD 293618                          |*  |07 15 55.8264421488 +00 16 04.470328308|     ~   |11.72    |11.35    |     ~   |     ~   |F              |   2|   0
581 |HD 293631                          |*  |07 14 02.3192818512 +00 00 53.407163412|     ~   |11.09    |10.66    |     ~   |     ~   |F              |   2|   0
582 |HD 289762                          |*  |07 12 54.3556140048 +01 40 56.250294636|     ~   |11.39    |11.08    |     ~   |     ~   |F              |   2|   0
583 |HD 289814                          |*  |07 13 41.0652858864 +00 45 46.540536372|     ~   |11.30    |10.86    |     ~   |     ~   |F              |   2|   0
584 |HD 289873                          |*  |07 15 52.0030442328 +00 41 26.583443664|     ~   |10       |     ~   |     ~   |     ~   |F              |   1|   0
585 |HD 296382                          |*  |07 10 00.9694886736 -02 32 10.352729292|     ~   |11.89    |12.38    |     ~   |     ~   |F              |   2|   0
586 |HD 293601                          |*  |07 11 39.0726384096 -02 25 31.587745188|     ~   |10       |     ~   |     ~   |     ~   |F              |   1|   0
587 |HD 293743                          |*  |07 15 32.2415429976 -02 16 08.661671904|     ~   |11.55    |11.13    |     ~   |     ~   |F              |   2|   0
588 |HD 296666                          |*  |07 14 48.5085884544 -03 02 45.205422576|     ~   |11.67    |11.14    |     ~   |     ~   |F              |   2|   0
589 |HD 296667                          |*  |07 14 42.1993431696 -02 56 06.164602980|     ~   |11.43    |11.24    |     ~   |     ~   |F              |   2|   0
590 |HD 296760                          |*  |07 14 54.3879488424 -04 51 48.739923936|     ~   |11.48    |10.87    |     ~   |     ~   |F              |   2|   0
591 |NGC 2343 43                        |*  |07 07 56.4317032560 -10 38 35.773235412|     ~   |14.23    |13.62    |     ~   |     ~   |F              |   4|   0
592 |BD-22 1759                         |*  |07 13 39.4665900864 -22 25 57.666704304|     ~   |10.67    |10.17    |     ~   |     ~   |F              |   1|   0
593 |HD 57671                           |SB*|07 23 47.9825453904 +33 52 08.583887064|     ~   |10.15    |9.85     |     ~   |     ~   |F              |   2|   0
594 |HD 57289                           |** |07 21 32.8710249171 +25 13 54.538018227|     ~   |     ~   |     ~   |9.155    |     ~   |F              |  11|   0
595 |HD 58298                           |*  |07 25 30.8191651440 +12 47 35.205068004|     ~   |9.57     |9.44     |     ~   |     ~   |F              |   2|   0
596 |HD 59309                           |*  |07 29 58.8991216344 +12 56 23.589901356|     ~   |9.43     |9.21     |     ~   |     ~   |F              |   3|   0
597 |TYC 4816-2725-1                    |*  |07 21 57.3645073632 -01 29 53.906603172|     ~   |11.19    |10.85    |     ~   |     ~   |F              |   1|   0
598 |BD-14 1873                         |** |07 23 14.662 -14 51 37.97              |     ~   |9.24     |8.64     |     ~   |     ~   |F              |   1|   0
599 |BD-14 1896                         |*  |07 26 21.9784854192 -14 58 29.187420780|     ~   |9.89     |9.42     |     ~   |     ~   |F              |   1|   0
600 |BD-22 1830                         |*  |07 21 27.4243364856 -22 21 35.506316484|     ~   |9.86     |9.41     |     ~   |     ~   |F              |   2|   0
601 |HD 59449                           |*  |07 31 54.0290129928 +42 21 07.697510100|     ~   |10.05    |9.69     |     ~   |     ~   |F              |   4|   0
602 |HD 60617                           |*  |07 36 52.7502935856 +34 18 06.133865832|     ~   |9.79     |9.52     |     ~   |     ~   |F              |   3|   0
603 |BD+24 1676                         |Pe*|07 30 41.2662525096 +24 05 10.248524088|     ~   |11.15    |10.7     |10.4     |     ~   |F              | 123|   0
604 |HD 59829                           |*  |07 32 20.6107154184 +15 16 57.492062724|     ~   |9.69     |9.32     |     ~   |     ~   |F              |   3|   0
605 |HD 59998                           |*  |07 33 02.4491993544 +14 50 56.387040252|     ~   |10.03    |9.87     |     ~   |     ~   |F              |   3|   0
606 |HD 59376                           |*  |07 30 03.4137710040 +08 15 35.668594548|     ~   |9.63     |9.40     |     ~   |     ~   |F              |   5|   0
607 |HD 60082                           |PM*|07 33 10.8244776480 +07 58 18.882402636|     ~   |8.87     |8.50     |     ~   |     ~   |F              |   3|   0
608 |HD 61720                           |*  |07 40 57.8061489432 +06 35 20.674137336|     ~   |9.77     |9.56     |     ~   |     ~   |F              |   4|   0
609 |TYC 178-426-1                      |*  |07 32 32.7729288456 +01 33 05.181492492|     ~   |11.05    |10.62    |     ~   |     ~   |F              |   2|   0
610 |HD 63772                           |*  |07 51 18.8709962016 +20 50 12.640520688|     ~   |9.28     |8.95     |     ~   |     ~   |F              |  12|   0
611 |HD 62320                           |*  |07 44 11.7889424856 +19 53 15.784665648|     ~   |9.75     |9.47     |     ~   |     ~   |F              |   4|   0
612 |HD 61973                           |*  |07 42 29.3850593448 +17 07 39.976140468|     ~   |9.79     |9.43     |     ~   |     ~   |F              |   4|   0
613 |HD 63890                           |*  |07 51 43.3643619048 +16 04 32.415256452|     ~   |9.89     |9.83     |     ~   |     ~   |F              |   3|   0
614 |AG+08 1031                         |*  |07 43 40.5857924496 +08 16 32.669308524|     ~   |11.873   |11.342   |11.279   |     ~   |F              |   1|   0
615 |BD+09 1775                         |*  |07 49 44.7994680072 +09 11 37.497830820|     ~   |9.71     |9.44     |     ~   |     ~   |F              |   2|   0
616 |TYC 779-1235-1                     |*  |07 50 58.3371746328 +07 43 32.300591268|     ~   |10.53    |10.02    |     ~   |     ~   |F              |   2|   0
617 |BD+05 1808                         |*  |07 50 45.4014216696 +04 51 50.443356168|     ~   |9.38     |9.00     |     ~   |     ~   |F              |   2|   0
618 |TYC 2964-353-1                     |*  |07 54 48.5001868776 +40 52 40.509068772|     ~   |11.86    |11.50    |     ~   |     ~   |F              |   3|   0
619 |HD 64091                           |*  |07 53 16.2950024088 +27 54 53.252609796|     ~   |8.58     |8.23     |     ~   |     ~   |F              |   9|   0
620 |HD 64647                           |*  |07 55 50.9318234928 +24 13 41.277115812|     ~   |9.15     |8.78     |     ~   |     ~   |F              |   4|   0
621 |HD 65584                           |*  |08 00 16.4956602528 +23 04 44.633247348|     ~   |9.78     |9.56     |     ~   |     ~   |F              |   4|   0
622 |BD+01 1940                         |SB*|07 54 39.5427484824 +01 12 09.746893728|     ~   |9.91     |9.50     |     ~   |     ~   |F              |   2|   0
623 |Cl* NGC 2483 LJ 81                 |*  |07 55 19.1676077400 -27 55 40.095217848|     ~   |13.35    |12.87    |     ~   |     ~   |F              |   3|   0
624 |HD 68141                           |*  |08 11 58.9778504520 +23 23 39.148301580|     ~   |9.81     |9.56     |     ~   |     ~   |F              |   4|   0
625 |HD 67151                           |*  |08 07 18.9776706168 +17 10 43.481338536|     ~   |9.91     |9.78     |     ~   |     ~   |F              |  10|   0
626 |RAT J0807+1510                     |SX*|08 07 00.4189390656 +15 10 59.821812192|     ~   |15.6     |15.4     |15.54    |     ~   |F              |   3|   0
627 |AG+07 1161                         |Pu*|08 10 00.2891076048 +06 56 56.148186300|     ~   |11.39    |11.27    |     ~   |     ~   |F              |   1|   0
628 |HD 70225                           |*  |08 21 50.5652811888 +27 26 16.856444508|     ~   |9.35     |8.98     |     ~   |     ~   |F              |   4|   0
629 |GSC 01944-01405                    |EB*|08 23 21.466944 +25 43 31.21608        |     ~   |11.301   |10.835   |10.801   |     ~   |F              |   2|   0
630 |BD-22 2214                         |Em*|08 17 09.1248166488 -22 39 01.448474292|     ~   |10.55    |10.43    |     ~   |     ~   |F              |   3|   0
631 |CHSS 502                           |*  |08 35 52.1747255280 +27 57 58.103593020|     ~   |     ~   |     ~   |     ~   |     ~   |F              |   1|   0
632 |CHSS 503                           |*  |08 36 01.7567850528 +29 11 53.963496384|     ~   |     ~   |13.15    |     ~   |     ~   |F              |   2|   0
633 |CHSS 504                           |*  |08 36 40.0556917872 +29 45 40.301587260|     ~   |     ~   |13.65    |     ~   |     ~   |F              |   1|   0
634 |CHSS 505                           |*  |08 37 29.7006716040 +28 56 41.398642104|     ~   |     ~   |12.70    |     ~   |     ~   |F              |   2|   0
635 |HD 72981                           |*  |08 36 44.1081374760 +27 08 44.623805784|     ~   |9.78     |9.52     |     ~   |     ~   |F              |   4|   0
636 |BD-20 2531                         |*  |08 26 36.1708226208 -20 44 38.844300372|     ~   |10.64    |10.26    |     ~   |     ~   |F              |   1|   0
637 |TYC 1948-925-1                     |*  |08 42 51.4899264624 +29 22 25.505890680|     ~   |12.74    |11.94    |     ~   |     ~   |F              |   2|   0
638 |CHSS 519                           |*  |08 43 00.8 +29 27 36                   |     ~   |     ~   |13.91    |     ~   |     ~   |F              |   1|   0
639 |CHSS 525                           |*  |08 45 45.1524137496 +29 28 19.085164788|     ~   |     ~   |13.10    |     ~   |     ~   |F              |   1|   0
640 |CHSS 530                           |*  |08 47 32.1112123200 +29 29 06.948250404|     ~   |     ~   |13.76    |     ~   |     ~   |F              |   1|   0
641 |CHSS 533                           |*  |08 48 41.3838666480 +29 30 18.040099896|     ~   |     ~   |14.23    |     ~   |     ~   |F              |   1|   0
642 |TYC 1949-194-1                     |*  |08 47 28.6610 +28 32 15.466            |     ~   |11.73    |11.18    |11.05    |     ~   |F              |   3|   0
643 |Ton 331                            |HB*|08 37 31.6228142688 +29 47 52.811130876|     ~   |14.2     |14.88    |     ~   |     ~   |F              |   7|   0
644 |Ton 333                            |*  |08 37 52.5362974152 +29 36 22.878277992|     ~   |15.0     |15.13    |     ~   |     ~   |F              |   3|   0
645 |CHSS 511                           |*  |08 38 47.6751548952 +29 14 25.856176668|     ~   |     ~   |12.31    |     ~   |     ~   |F              |   1|   0
646 |CHSS 513                           |*  |08 39 59.0764838328 +28 10 07.110338772|     ~   |     ~   |     ~   |     ~   |     ~   |F              |   1|   0
647 |CHSS 512                           |*  |08 39 50.5284684744 +29 16 22.250432532|     ~   |     ~   |12.94    |     ~   |     ~   |F              |   1|   0
648 |CHSS 524                           |*  |08 45 20.4795163680 +27 52 21.533832012|     ~   |     ~   |     ~   |     ~   |     ~   |F              |   1|   0
649 |CHSS 528                           |*  |08 47 23.5266192864 +28 54 06.678159444|     ~   |     ~   |15.91    |     ~   |     ~   |F              |   1|   0
650 |NSV 4204                           |V* |08 42 13.6006140864 +18 29 12.746098176|     ~   |12.00    |11.79    |     ~   |     ~   |F              |   2|   0
651 |NSV 4222                           |V* |08 44 29.7667525392 +19 28 03.398431152|     ~   |12.09    |11.74    |     ~   |     ~   |F              |   8|   0
652 |HD 73314                           |** |08 38 11.326536 +11 57 58.25628        |     ~   |9.96     |9.45     |9.40     |     ~   |F              |   5|   0
653 |HD 74112                           |*  |08 42 18.7457085936 +10 23 15.656856972|     ~   |10.00    |9.57     |     ~   |     ~   |F              |   3|   0
654 |HD 73942                           |SB*|08 40 30.8708135688 -16 33 37.774664784|     ~   |11.16    |10.91    |     ~   |     ~   |F              |   3|   0
655 |CHSS 536                           |*  |08 51 00.4985457456 +29 44 48.832069992|     ~   |     ~   |14.97    |     ~   |     ~   |F              |   1|   0
656 |CHSS 537                           |*  |08 53 10.1595569400 +29 33 28.508368644|     ~   |     ~   |14.27    |     ~   |     ~   |F              |   1|   0
657 |CHSS 539                           |*  |08 54 23.6769462192 +29 14 43.536570504|     ~   |     ~   |13.80    |     ~   |     ~   |F              |   1|   0
658 |CHSS 540                           |*  |08 54 40.8351896184 +29 22 41.850397956|     ~   |     ~   |13.57    |     ~   |     ~   |F              |   1|   0
659 |CHSS 541                           |*  |08 54 44.0594046345 +29 23 00.678635736|     ~   |     ~   |13.34    |     ~   |     ~   |F              |   1|   0
660 |CHSS 543                           |*  |08 54 58.0888862736 +28 55 53.321047464|     ~   |     ~   |13.23    |     ~   |     ~   |F              |   1|   0
661 |CHSS 546                           |*  |08 55 41.1069199704 +29 42 47.148462612|     ~   |     ~   |14.45    |     ~   |     ~   |F              |   1|   0
662 |LINEAR 5680961                     |EB*|08 56 01.9149995400 +29 25 49.762659324|     ~   |     ~   |14.28    |     ~   |     ~   |F              |   6|   0
663 |CHSS 551                           |*  |08 56 55.4098253880 +28 54 39.369362292|     ~   |     ~   |14.24    |     ~   |     ~   |F              |   1|   0
664 |CHSS 553                           |*  |08 57 08.7116385216 +29 08 08.434749264|     ~   |     ~   |14.84    |     ~   |     ~   |F              |   1|   0
665 |CHSS 554                           |*  |08 57 18.8749112160 +29 40 52.182108480|     ~   |     ~   |16.39    |     ~   |     ~   |F              |   1|   0
666 |CHSS 556                           |*  |08 58 27.8566756704 +29 20 11.630158764|     ~   |     ~   |13.79    |     ~   |     ~   |F              |   1|   0
667 |BPS BS 17139-0013                  |*  |08 54 54.6248746416 +29 21 01.647573156|     ~   |     ~   |13.839   |     ~   |     ~   |F              |   2|   0
668 |CHSS 544                           |*  |08 55 23.7218512416 +28 03 56.406150972|     ~   |     ~   |     ~   |     ~   |     ~   |F              |   1|   0
669 |HD 75701                           |*  |08 51 46.8708949032 +10 22 43.809672792|     ~   |9.91     |9.71     |     ~   |     ~   |F              |   2|   0
670 |HD 75901                           |*  |08 52 59.5486756872 +06 11 30.283132272|     ~   |9.09     |8.75     |     ~   |     ~   |F              |   2|   0
671 |BD+01 2182                         |*  |08 51 01.1910181152 +00 29 30.121625040|     ~   |10.75    |10.39    |     ~   |     ~   |F              |   9|   0
672 |CD-34 14804                        |*  |21 01 49.3593575280 -33 59 04.657627968|     ~   |10.72    |10.28    |     ~   |     ~   |F              |  10|   0
673 |CD-35 534                          |*  |01 32 04.1443268328 -34 29 14.809752348|     ~   |10.43    |10.03    |     ~   |     ~   |F              |   4|   0
674 |CD-34 241                          |*  |00 41 46.9202319216 -33 39 08.430046524|     ~   |11.696   |11.208   |     ~   |     ~   |F              |  15|   0
675 |CD-31 45                           |*  |00 11 53.8532019480 -30 58 01.275544632|     ~   |10.99    |10.52    |     ~   |     ~   |F              |   2|   0
676 |2MASS J00483433-2526105            |*  |00 48 34.3440310728 -25 26 10.563496872|     ~   |17.4     |17.0     |     ~   |     ~   |F              |   1|   0
677 |RGO 13834                          |*  |00 50 21.4759260288 -26 10 25.687392492|     ~   |17.19    |16.96    |     ~   |     ~   |F              |   2|   0
678 |HD 359004                          |*  |21 18 54.4362216504 -18 59 48.425168364|     ~   |11.84    |11.19    |     ~   |     ~   |F              |   2|   0
679 |HD 359059                          |*  |21 23 11.8954768368 -19 55 55.698435156|     ~   |11.39    |10.81    |     ~   |     ~   |F              |   2|   0
680 |BPS CS 22892-0011                  |HB*|22 03 02.5812841296 -15 01 41.970915624|14.60    |14.49    |14.13    |     ~   |     ~   |F              |   4|   0
681 |BD-14 85                           |PM*|00 33 11.4615371976 -13 44 14.971982856|     ~   |11.07    |10.52    |     ~   |     ~   |F              |  10|   0
682 |BD-10 204                          |*  |00 59 00.0882297528 -09 20 12.636529188|     ~   |10.75    |10.48    |     ~   |     ~   |F              |   1|   0
683 |PB 8531                            |*  |01 08 37.0983759312 -10 41 51.136836864|     ~   |12.579   |12.076   |     ~   |     ~   |F              |   6|   0
684 |LBQS 2230-0256                     |*  |22 32 55.5459351096 -02 40 48.479847276|     ~   |     ~   |     ~   |15.76    |     ~   |F              |   1|   0
685 |BPS CS 22952-0017                  |RR*|23 41 26.6829484296 -05 32 30.172220016|15.03    |14.90    |14.63    |     ~   |     ~   |F              |  12|   0
686 |EDS 010538-035432                  |*  |01 08 10.0 -03 38 30                   |     ~   |     ~   |     ~   |     ~   |     ~   |F              |   1|   0
687 |BD-02 5763B                        |*  |22 27 09.7405274496 -01 46 23.370622320|     ~   |10.52    |10.09    |     ~   |     ~   |F              |   2|   0
688 |LBQS 2239-0042                     |*  |22 42 19.4199799296 -00 26 52.842762060|     ~   |19.0     |     ~   |17.9     |     ~   |F              |   1|   0
689 |LBQS 2242-0223                     |*  |22 45 01.0011096600 -02 08 11.211634104|     ~   |19.1     |     ~   |18.3     |     ~   |F              |   1|   0
690 |BPS CS 22894-0030                  |RR*|23 39 58.5465082224 -00 48 33.988743504|15.13    |15.06    |14.240   |     ~   |     ~   |F              |  12|   0
691 |BD-01 4505B                        |*  |23 56 26.5012669920 -00 35 17.096525124|     ~   |11.6     |11.0     |     ~   |     ~   |F              |   3|   0
692 |LBQS 0000-0046                     |*  |00 03 13.0330271976 -00 29 31.162310268|     ~   |     ~   |     ~   |     ~   |     ~   |F              |   2|   0
693 |LBQS 0005-0156                     |*  |00 08 27.4354705152 -01 39 17.622452448|     ~   |18.1     |     ~   |17.7     |     ~   |F              |   2|   0
694 |LBQS 2358-0107                     |*  |00 00 36.2163301488 -00 51 14.595367680|     ~   |17.9     |18.81    |17.8     |     ~   |F              |   3|   0
695 |LBQS 0009-0036                     |*  |00 11 38.2646889072 -00 19 39.084059460|     ~   |     ~   |     ~   |     ~   |     ~   |F              |   1|   0
696 |LBQS 0010-0255                     |*  |00 13 01.4417714832 -02 38 33.649966320|     ~   |17.9     |     ~   |17.8     |     ~   |F              |   1|   0
697 |LBQS 0018-0115                     |*  |00 21 29.2431895800 -00 58 43.473191088|     ~   |18.9     |     ~   |18.2     |     ~   |F              |   1|   0
698 |LBQS 0027-0109                     |*  |00 30 25.7099571960 -00 52 51.589522920|     ~   |18.2     |     ~   |19.2     |     ~   |F              |   1|   0
699 |LBQS 0029-0153                     |*  |00 32 00.0637576752 -01 37 26.287707612|     ~   |18.6     |     ~   |18.6     |     ~   |F              |   1|   0
700 |LBQS 0030-0158                     |*  |00 33 21.5048522712 -01 42 14.556613140|     ~   |18.7     |     ~   |18.8     |     ~   |F              |   1|   0
701 |HD 6925                            |*  |01 09 38.7847959192 -01 52 16.177390464|     ~   |10.35    |10.01    |     ~   |     ~   |F              |   5|   0
702 |BD-02 336                          |*  |02 00 15.5955364728 -01 39 28.564002180|     ~   |10.54    |10.00    |     ~   |     ~   |F              |   2|   0
703 |[SLB2015] 20421                    |*  |22 17 43.5485613648 +00 21 16.433937360|     ~   |     ~   |     ~   |20.5     |     ~   |F              |   2|   0
704 |TYC 560-148-1                      |*  |22 27 58.4867897760 +01 58 08.289809904|     ~   |11.30    |10.20    |     ~   |     ~   |F              |   1|   0
705 |LBQS 2229+0005                     |*  |22 31 56.0566112640 +00 21 18.167542920|     ~   |18.6     |     ~   |18.3     |     ~   |F              |   1|   0
706 |LBQS 2238+0157                     |*  |22 40 44.6308729200 +02 13 18.494152068|     ~   |     ~   |     ~   |     ~   |     ~   |F              |   1|   0
707 |LBQS 2250+0148                     |*  |22 52 39.2814135720 +02 04 36.238721736|     ~   |18.4     |     ~   |18.1     |     ~   |F              |   1|   0
708 |LBQS 2350-0010                     |*  |23 52 55.8197398320 +00 06 09.194370804|     ~   |     ~   |     ~   |     ~   |     ~   |F              |   1|   0
709 |LBQS 2350+0220                     |*  |23 53 10.6744955448 +02 36 52.697989116|     ~   |17.8     |     ~   |17.9     |     ~   |F              |   1|   0
710 |LBQS 0002+0005                     |*  |00 04 38.6743068840 +00 21 44.137757628|     ~   |17.7     |     ~   |17.9     |     ~   |F              |   1|   0
711 |LBQS 0003+0229                     |*  |00 05 41.8265535672 +02 46 05.598101244|     ~   |     ~   |     ~   |     ~   |     ~   |F              |   1|   0
712 |LBQS 0005+0156                     |*  |00 07 35.4436817496 +02 13 09.221334024|     ~   |18.0     |     ~   |18.3     |     ~   |F              |   1|   0
713 |LBQS 0005+0202                     |*  |00 08 03.7950276792 +02 18 42.525487152|     ~   |17.5     |     ~   |17.0     |     ~   |F              |   1|   0
714 |LBQS 0008+0109                     |*  |00 10 34.5899014800 +01 26 31.137997092|     ~   |18.3     |     ~   |18.2     |     ~   |F              |   1|   0
715 |LBQS 0008+0100                     |*  |00 10 54.8215199352 +01 16 48.745462656|     ~   |17.8     |     ~   |17.7     |     ~   |F              |   1|   0
716 |AG-00 17                           |SB*|00 12 10.1705358504 +00 14 37.835685420|     ~   |11.19    |10.71    |     ~   |     ~   |F              |   1|   0
717 |BD-00 15                           |*  |00 12 09.9038670672 +00 16 34.528775952|     ~   |11.43    |10.40    |     ~   |     ~   |F              |   1|   0
718 |LBQS 0009+0028                     |*  |00 12 20.0287362000 +00 44 59.919523224|     ~   |18.7     |     ~   |18.5     |     ~   |F              |   1|   0
719 |LBQS 0010+0227                     |*  |00 12 47.0447289048 +02 43 55.143185880|     ~   |18.1     |     ~   |17.7     |     ~   |F              |   2|   0
720 |LBQS 0010+0113                     |*  |00 13 20.4311059824 +01 30 39.831475896|     ~   |18.3     |     ~   |18.3     |     ~   |F              |   1|   0
721 |LBQS 0010+0012                     |*  |00 13 31.6246792776 +00 29 38.034852432|     ~   |     ~   |     ~   |     ~   |     ~   |F              |   2|   0
722 |LBQS 0021+0217                     |*  |00 24 12.5459453280 +02 34 08.576417496|     ~   |18.8     |     ~   |18.4     |     ~   |F              |   1|   0
723 |LBQS 0023-0011                     |*  |00 25 53.5251890880 +00 05 29.085595836|     ~   |     ~   |     ~   |     ~   |     ~   |F              |   1|   0
724 |LBQS 0026+0021                     |*  |00 29 03.0890156784 +00 37 39.272071980|     ~   |18.6     |     ~   |18.0     |     ~   |F              |   1|   0
725 |LBQS 0027+0005                     |*  |00 29 39.2663771328 +00 22 34.724579124|     ~   |19.0     |     ~   |18.5     |     ~   |F              |   1|   0
726 |BD+01 147                          |*  |00 49 39.5387313504 +02 41 57.254999820|     ~   |11.99    |11.63    |     ~   |     ~   |F              |   2|   0
727 |BD+00 271                          |*  |01 41 03.3835590216 +00 55 08.640747912|     ~   |10.50    |10.05    |     ~   |     ~   |F              |   2|   0
728 |BD+00 329                          |*  |02 00 05.9213186592 +00 53 00.666657168|     ~   |12.05    |11.70    |     ~   |     ~   |F              |   1|   0
729 |BD+00 452                          |*  |02 44 23.1503735496 +00 59 15.887687676|     ~   |11.005   |10.553   |     ~   |     ~   |F              |   7|   0
730 |BD+02 4376                         |*  |21 32 52.5127976400 +02 38 19.919698908|     ~   |10.50    |10.07    |     ~   |     ~   |F              |   1|   0
731 |BD+04 4790                         |*  |22 03 08.3668913544 +04 52 07.345157196|     ~   |11.44    |10.81    |     ~   |     ~   |F              |   2|   0
732 |LBQS 0008+0239                     |*  |00 11 14.2229428416 +02 56 43.084927824|     ~   |17.8     |     ~   |17.3     |     ~   |F              |   1|   0
733 |BD+03 35                           |*  |00 22 19.2257397312 +04 23 19.675713228|     ~   |11.63    |11.15    |     ~   |     ~   |F              |   1|   0
734 |LBQS 0026+0238                     |*  |00 28 41.0252235480 +02 55 21.118131984|     ~   |     ~   |     ~   |     ~   |     ~   |F              |   1|   0
735 |2MASX J00400386+0513155            |Em*|00 40 03.8402420976 +05 13 15.415881672|     ~   |16       |     ~   |     ~   |     ~   |F              |   1|   0
736 |TYC 15-946-1                       |*  |00 51 30.9035124960 +04 49 23.915593560|     ~   |12.26    |12.14    |     ~   |     ~   |F              |   1|   0
737 |UM 59                              |GiC|00 41 06.0942672600 +06 09 42.661411740|     ~   |17       |     ~   |     ~   |     ~   |F              |   2|   0
738 |BD+04 199                          |*  |01 10 41.1655064304 +05 27 53.340954048|     ~   |11.76    |11.12    |     ~   |     ~   |F              |   3|   0
739 |HD 10604                           |*  |01 43 30.8427038712 +05 38 37.026799044|     ~   |10.25    |9.89     |     ~   |     ~   |F              |   2|   0
740 |2MASS J01430671+0646119            |Em*|01 43 06.7055524704 +06 46 12.015298416|     ~   |16       |     ~   |     ~   |     ~   |F              |   1|   0
741 |PB 6510                            |*  |01 57 02.7117478968 +06 36 50.792652684|     ~   |12.00    |11.23    |     ~   |     ~   |F              |   2|   0
742 |TYC 1119-827-1                     |*  |21 28 41.3746955016 +08 15 44.394526512|     ~   |11.84    |11.41    |     ~   |     ~   |F              |   1|   0
743 |BD+08 4876                         |*  |22 29 42.7330909488 +09 23 44.858746860|     ~   |11.95    |11.39    |     ~   |     ~   |F              |   1|   0
744 |TYC 604-864-1                      |*  |00 47 11.1025112568 +08 37 23.715796260|     ~   |11.19    |10.81    |     ~   |     ~   |F              |   2|   0
745 |HD 211266                          |PM*|22 15 41.7174530904 +11 54 38.716881480|     ~   |9.39     |8.99     |     ~   |     ~   |F              |   3|   0
746 |HD 219488                          |*  |23 15 56.8147432896 +12 44 31.963437528|     ~   |9.66     |9.31     |     ~   |     ~   |F              |   4|   0
747 |HD 210197                          |*  |22 08 27.9563203320 +15 02 33.522096552|     ~   |9.64     |9.23     |     ~   |     ~   |F              |   2|   0
748 |HD 221012                          |Pu*|23 28 28.5458107368 +18 41 38.689069092|     ~   |9.23     |8.96     |     ~   |     ~   |F              |   4|   0
749 |HD 7002                            |*  |01 10 37.0091447712 +16 23 42.712499184|     ~   |10.50    |10.15    |     ~   |     ~   |F              |   3|   0
750 |HD 200908                          |*  |21 05 54.1878961488 +16 31 31.004468508|     ~   |11.81    |11.37    |     ~   |     ~   |F              |   2|   0
751 |HD 201217                          |*  |21 07 42.1039971672 +15 21 55.084746816|     ~   |10.43    |10.11    |     ~   |     ~   |F              |   3|   0
752 |HD 209724                          |*  |22 05 13.3647148344 +19 24 50.135089464|     ~   |8.94     |8.56     |     ~   |     ~   |F              |  10|   0
753 |HD 215761                          |*  |22 47 13.7140522536 +21 27 54.580018968|     ~   |9.54     |9.24     |     ~   |     ~   |F              |   3|   0
754 |HD 216964                          |*  |22 57 06.6989064144 +19 26 02.040002772|     ~   |9.95     |9.62     |     ~   |     ~   |F              |   3|   0
755 |HD 219374                          |*  |23 15 12.2816108136 +20 02 49.508664612|     ~   |10.18    |9.77     |     ~   |     ~   |F              |   2|   0
756 |HD 219928                          |*  |23 19 39.9359381664 +20 08 06.067846464|     ~   |10.25    |10.01    |     ~   |     ~   |F              |   3|   0
757 |HD 220224                          |*  |23 22 00.1609451208 +22 17 23.412276384|     ~   |9.64     |9.35     |     ~   |     ~   |F              |   2|   0
758 |HD 12454                           |PM*|02 02 28.2100839456 +20 05 43.058329692|     ~   |9.56     |9.20     |     ~   |     ~   |F              |   2|   0
